日,日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
17,,2032-03-17,水曜日,Wednesday,Wed,False,False,,先勝,False,戊午,戊,午,土,火,陽,馬,死,False,,,,調査中,創造力爆発,空色,カモミールティー,77,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,獅子座,運命の輪 - 転機,知恵は経験から生まれる,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
18,,2032-03-18,木曜日,Thursday,Thu,False,False,,友引,False,己未,己,未,土,土,陰,羊,墓,False,,,,調査中,人との縁を結ぶ,若草色,ペパーミントティー,78,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,乙女座,正義 - バランス,調和は美の根源,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
19,,2032-03-19,金曜日,Friday,Fri,False,False,,先負,False,庚申,庚,申,金,金,陽,猿,絶,False,,,,調査中,未来への種まき,黄金色,緑茶,79,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,天秤座,吊られた男 - 犠牲,希望は明日への光,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
20,,2032-03-20,土曜日,Saturday,Sat,True,True,春分の日,仏滅,True,辛酉,辛,酉,金,金,陰,鶏,胎,False,,,,調査中,宝物発見の予感,鋼青色,ほうじ茶,80,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,蠍座,死神 - 変容,慈悲は魂の栄養,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
21,,2032-03-21,日曜日,Sunday,Sun,True,False,,大安,False,壬戌,壬,戌,水,土,陽,犬,養,False,,,,調査中,内なる光が輝く,深紅色,ジャスミンティー,81,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,射手座,節制 - 調和,一歩一歩が大切な旅路,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
22,,2032-03-22,月曜日,Monday,Mon,False,False,,赤口,False,癸亥,癸,亥,水,水,陰,猪,長生,False,,,,調査中,調和のメロディ,金色,ルイボスティー,82,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,山羊座,悪魔 - 誘惑,今日という日は二度と来ない,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
23,,2032-03-23,火曜日,Tuesday,Tue,False,False,,先勝,False,甲子,甲,子,木,水,陽,鼠,建禄,False,,,,調査中,自然の叡智授受,朱色,ローズヒップティー,83,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,水瓶座,塔 - 変革,心の平安が真の豊かさ,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
24,,2032-03-24,水曜日,Wednesday,Wed,False,False,,友引,False,乙丑,乙,丑,木,土,陰,牛,帝旺,False,,,,調査中,知恵の泉湧出,空色,白茶,84,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,魚座,星 - 希望,変化は成長の扉,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
25,,2032-03-25,木曜日,Thursday,Thu,False,False,,先負,True,丙寅,丙,寅,火,木,陽,虎,衰,True,寅卯,親・目上,,調査中,至福の時間軸,若草色,烏龍茶,85,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,牡羊座,月 - 幻想,感謝の心が幸福を呼ぶ,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
26,,2032-03-26,金曜日,Friday,Fri,False,False,,仏滅,False,丁卯,丁,卯,火,木,陰,兎,病,True,寅卯,親・目上,,調査中,運気上昇の兆し,黄金色,玄米茶,86,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,牡牛座,太陽 - 成功,愛は最も強いエネルギー,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
27,,2032-03-27,土曜日,Saturday,Sat,True,False,,大安,False,戊辰,戊,辰,土,土,陽,龍,死,False,,,,調査中,心の扉が開放,鋼青色,抹茶,87,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,双子座,審判 - 再生,困難は成長のギフト,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
28,,2032-03-28,日曜日,Sunday,Sun,True,False,,赤口,True,己巳,己,巳,土,火,陰,蛇,墓,False,,,,調査中,宇宙との同調,深紅色,柚子茶,88,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,蟹座,世界 - 完成,今この瞬間が全て,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
29,,2032-03-29,月曜日,Monday,Mon,False,False,,先勝,False,庚午,庚,午,金,火,陽,馬,絶,False,,,,調査中,愛のバイブレーション,金色,生姜茶,89,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,獅子座,愚者 - 新しい始まり,笑顔は心の太陽,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
30,,2032-03-30,火曜日,Tuesday,Tue,False,False,,友引,False,辛未,辛,未,金,土,陰,羊,胎,False,,,,調査中,豊かさの波動,朱色,黒豆茶,90,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,乙女座,魔術師 - 創造力,優しさは伝染する,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
31,,2032-03-31,水曜日,Wednesday,Wed,False,False,,先負,False,壬申,壬,申,水,金,陽,猿,養,False,,,,調査中,運命の扉が開く日,空色,アールグレイ,91,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,天秤座,女教皇 - 直感,夢は現実の種,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
