日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
11,2028-10-11,水曜日,Wednesday,Wed,False,False,,友引,False,乙丑,乙,丑,木,土,陰,牛,養,False,,,,調査中,願いが叶う予感,空色,黒豆茶,87,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,射手座,審判 - 再生,知恵は経験から生まれる,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
12,2028-10-12,木曜日,Thursday,Thu,False,False,,先負,False,丙寅,丙,寅,火,木,陽,虎,長生,True,寅卯,親・目上,,調査中,心のデトックス,若草色,アールグレイ,88,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,山羊座,世界 - 完成,調和は美の根源,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
13,2028-10-13,金曜日,Friday,Fri,False,False,,仏滅,False,丁卯,丁,卯,火,木,陰,兎,沐浴,True,寅卯,親・目上,,調査中,創造力爆発,黄金色,カモミールティー,89,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,水瓶座,愚者 - 新しい始まり,希望は明日への光,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
14,2028-10-14,土曜日,Saturday,Sat,True,False,,大安,True,戊辰,戊,辰,土,土,陽,龍,冠帯,False,,,,調査中,人との縁を結ぶ,鋼青色,ペパーミントティー,90,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,魚座,魔術師 - 創造力,慈悲は魂の栄養,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
15,2028-10-15,日曜日,Sunday,Sun,True,False,,赤口,False,己巳,己,巳,土,火,陰,蛇,建禄,False,,,,調査中,未来への種まき,深紅色,緑茶,91,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,牡羊座,女教皇 - 直感,一歩一歩が大切な旅路,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
16,2028-10-16,月曜日,Monday,Mon,False,False,,先勝,False,庚午,庚,午,金,火,陽,馬,帝旺,False,,,,調査中,宝物発見の予感,金色,ほうじ茶,92,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,牡牛座,女帝 - 豊穣,今日という日は二度と来ない,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
17,2028-10-17,火曜日,Tuesday,Tue,False,False,,友引,False,辛未,辛,未,金,土,陰,羊,衰,False,,,,調査中,内なる光が輝く,朱色,ジャスミンティー,93,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,双子座,皇帝 - 安定,心の平安が真の豊かさ,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
18,2028-10-18,水曜日,Wednesday,Wed,False,False,,先負,False,壬申,壬,申,水,金,陽,猿,病,False,,,,調査中,調和のメロディ,空色,ルイボスティー,94,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,蟹座,教皇 - 叡智,変化は成長の扉,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
19,2028-10-19,木曜日,Thursday,Thu,False,False,,仏滅,False,癸酉,癸,酉,水,金,陰,鶏,死,False,,,,調査中,自然の叡智授受,若草色,ローズヒップティー,95,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,獅子座,恋人 - 選択,感謝の心が幸福を呼ぶ,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
20,2028-10-20,金曜日,Friday,Fri,False,False,,大安,False,甲戌,甲,戌,木,土,陽,犬,胎,True,戌亥,家庭・不動産,,調査中,知恵の泉湧出,黄金色,白茶,96,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,乙女座,戦車 - 意志力,愛は最も強いエネルギー,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
21,2028-10-21,土曜日,Saturday,Sat,True,False,,赤口,True,乙亥,乙,亥,木,水,陰,猪,養,True,戌亥,家庭・不動産,,調査中,至福の時間軸,鋼青色,烏龍茶,97,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,天秤座,力 - 内なる強さ,困難は成長のギフト,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
22,2028-10-22,日曜日,Sunday,Sun,True,False,,先勝,False,丙子,丙,子,火,水,陽,鼠,長生,False,,,,調査中,運気上昇の兆し,深紅色,玄米茶,98,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,蠍座,隠者 - 内省,今この瞬間が全て,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
23,2028-10-23,月曜日,Monday,Mon,False,False,,友引,False,丁丑,丁,丑,火,土,陰,牛,沐浴,False,,,,調査中,心の扉が開放,金色,抹茶,99,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,射手座,運命の輪 - 転機,笑顔は心の太陽,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
24,2028-10-24,火曜日,Tuesday,Tue,False,False,,先負,False,戊寅,戊,寅,土,木,陽,虎,冠帯,False,,,,調査中,宇宙との同調,朱色,柚子茶,1,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,山羊座,正義 - バランス,優しさは伝染する,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
25,2028-10-25,水曜日,Wednesday,Wed,False,False,,仏滅,False,己卯,己,卯,土,木,陰,兎,建禄,False,,,,調査中,愛のバイブレーション,空色,生姜茶,2,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,水瓶座,吊られた男 - 犠牲,夢は現実の種,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
26,2028-10-26,木曜日,Thursday,Thu,False,False,,大安,True,庚辰,庚,辰,金,土,陽,龍,帝旺,False,,,,調査中,豊かさの波動,若草色,黒豆茶,3,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,魚座,死神 - 変容,勇気は恐れを超越する,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
27,2028-10-27,金曜日,Friday,Fri,False,False,,赤口,False,辛巳,辛,巳,金,火,陰,蛇,衰,False,,,,調査中,運命の扉が開く日,黄金色,アールグレイ,4,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,牡羊座,節制 - 調和,知恵は経験から生まれる,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
28,2028-10-28,土曜日,Saturday,Sat,True,False,,先勝,False,壬午,壬,午,水,火,陽,馬,病,False,,,,調査中,宇宙からのメッセージ,鋼青色,カモミールティー,5,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,牡牛座,悪魔 - 誘惑,調和は美の根源,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
29,2028-10-29,日曜日,Sunday,Sun,True,False,,友引,False,癸未,癸,未,水,土,陰,羊,死,False,,,,調査中,奇跡を呼ぶ波動,深紅色,ペパーミントティー,6,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,双子座,塔 - 変革,希望は明日への光,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
30,2028-10-30,月曜日,Monday,Mon,False,False,,先負,False,甲申,甲,申,木,金,陽,猿,胎,True,申酉,友人・兄弟,,調査中,龍神様のご加護,金色,緑茶,7,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,蟹座,星 - 希望,慈悲は魂の栄養,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
31,2028-10-31,火曜日,Tuesday,Tue,False,False,,仏滅,False,乙酉,乙,酉,木,金,陰,鶏,養,True,申酉,友人・兄弟,,調査中,金運上昇のサイン,朱色,ほうじ茶,8,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,獅子座,月 - 幻想,一歩一歩が大切な旅路,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
