日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
11,2028-07-11,火曜日,Tuesday,Tue,False,False,,大安,False,癸巳,癸,巳,水,火,陰,蛇,帝旺,False,,,,調査中,新次元への扉,朱色,柚子茶,94,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,牡羊座,塔 - 変革,一歩一歩が大切な旅路,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
12,2028-07-12,水曜日,Wednesday,Wed,False,False,,赤口,True,甲午,甲,午,木,火,陽,馬,死,True,午未,配偶者・恋愛,,調査中,守護霊のささやき,空色,生姜茶,95,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,牡牛座,星 - 希望,今日という日は二度と来ない,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
13,2028-07-13,木曜日,Thursday,Thu,False,False,,先勝,False,乙未,乙,未,木,土,陰,羊,墓,True,午未,配偶者・恋愛,,調査中,願いが叶う予感,若草色,黒豆茶,96,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,双子座,月 - 幻想,心の平安が真の豊かさ,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
14,2028-07-14,金曜日,Friday,Fri,False,False,,友引,False,丙申,丙,申,火,金,陽,猿,絶,False,,,,調査中,心のデトックス,黄金色,アールグレイ,97,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,蟹座,太陽 - 成功,変化は成長の扉,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
15,2028-07-15,土曜日,Saturday,Sat,True,False,,先負,False,丁酉,丁,酉,火,金,陰,鶏,胎,False,,,,調査中,創造力爆発,鋼青色,カモミールティー,98,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,獅子座,審判 - 再生,感謝の心が幸福を呼ぶ,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
16,2028-07-16,日曜日,Sunday,Sun,True,False,,仏滅,False,戊戌,戊,戌,土,土,陽,犬,養,False,,,,調査中,人との縁を結ぶ,深紅色,ペパーミントティー,99,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,乙女座,世界 - 完成,愛は最も強いエネルギー,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
17,2028-07-17,月曜日,Monday,Mon,False,True,海の日,大安,True,己亥,己,亥,土,水,陰,猪,長生,False,,,,調査中,未来への種まき,金色,緑茶,1,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,天秤座,愚者 - 新しい始まり,困難は成長のギフト,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
18,2028-07-18,火曜日,Tuesday,Tue,False,False,,赤口,False,庚子,庚,子,金,水,陽,鼠,沐浴,False,,,,調査中,宝物発見の予感,朱色,ほうじ茶,2,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,蠍座,魔術師 - 創造力,今この瞬間が全て,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
19,2028-07-19,水曜日,Wednesday,Wed,False,False,,先勝,False,辛丑,辛,丑,金,土,陰,牛,冠帯,False,,,,調査中,内なる光が輝く,空色,ジャスミンティー,3,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,射手座,女教皇 - 直感,笑顔は心の太陽,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
20,2028-07-20,木曜日,Thursday,Thu,False,False,,友引,False,壬寅,壬,寅,水,木,陽,虎,建禄,False,,,,調査中,調和のメロディ,若草色,ルイボスティー,4,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,山羊座,女帝 - 豊穣,優しさは伝染する,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
21,2028-07-21,金曜日,Friday,Fri,False,False,,先負,False,癸卯,癸,卯,水,木,陰,兎,帝旺,False,,,,調査中,自然の叡智授受,黄金色,ローズヒップティー,5,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,水瓶座,皇帝 - 安定,夢は現実の種,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
22,2028-07-22,土曜日,Saturday,Sat,True,False,,仏滅,False,甲辰,甲,辰,木,土,陽,龍,死,False,,,,調査中,知恵の泉湧出,鋼青色,白茶,6,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,魚座,教皇 - 叡智,勇気は恐れを超越する,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
23,2028-07-23,日曜日,Sunday,Sun,True,False,,大安,False,乙巳,乙,巳,木,火,陰,蛇,墓,False,,,,調査中,至福の時間軸,深紅色,烏龍茶,7,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,牡羊座,恋人 - 選択,知恵は経験から生まれる,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
24,2028-07-24,月曜日,Monday,Mon,False,False,,赤口,True,丙午,丙,午,火,火,陽,馬,絶,False,,,,調査中,運気上昇の兆し,金色,玄米茶,8,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,牡牛座,戦車 - 意志力,調和は美の根源,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
25,2028-07-25,火曜日,Tuesday,Tue,False,False,,先勝,False,丁未,丁,未,火,土,陰,羊,胎,False,,,,調査中,心の扉が開放,朱色,抹茶,9,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,双子座,力 - 内なる強さ,希望は明日への光,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
26,2028-07-26,水曜日,Wednesday,Wed,False,False,,友引,False,戊申,戊,申,土,金,陽,猿,養,False,,,,調査中,宇宙との同調,空色,柚子茶,10,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,蟹座,隠者 - 内省,慈悲は魂の栄養,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
27,2028-07-27,木曜日,Thursday,Thu,False,False,,先負,False,己酉,己,酉,土,金,陰,鶏,長生,False,,,,調査中,愛のバイブレーション,若草色,生姜茶,11,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,獅子座,運命の輪 - 転機,一歩一歩が大切な旅路,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
28,2028-07-28,金曜日,Friday,Fri,False,False,,仏滅,False,庚戌,庚,戌,金,土,陽,犬,沐浴,False,,,,調査中,豊かさの波動,黄金色,黒豆茶,12,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,乙女座,正義 - バランス,今日という日は二度と来ない,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
29,2028-07-29,土曜日,Saturday,Sat,True,False,,大安,True,辛亥,辛,亥,金,水,陰,猪,冠帯,False,,,,調査中,運命の扉が開く日,鋼青色,アールグレイ,13,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,天秤座,吊られた男 - 犠牲,心の平安が真の豊かさ,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
30,2028-07-30,日曜日,Sunday,Sun,True,False,,赤口,False,壬子,壬,子,水,水,陽,鼠,建禄,False,,,,調査中,宇宙からのメッセージ,深紅色,カモミールティー,14,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,死神 - 変容,変化は成長の扉,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
31,2028-07-31,月曜日,Monday,Mon,False,False,,先勝,False,癸丑,癸,丑,水,土,陰,牛,帝旺,False,,,,調査中,奇跡を呼ぶ波動,金色,ペパーミントティー,15,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,節制 - 調和,感謝の心が幸福を呼ぶ,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
