日,日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
21,,2028-11-21,火曜日,Tuesday,Tue,False,False,,先勝,False,丙午,丙,午,火,火,陽,馬,沐浴,False,,,,調査中,運気上昇の兆し,朱色,玄米茶,29,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,牡牛座,星 - 希望,愛は最も強いエネルギー,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
22,,2028-11-22,水曜日,Wednesday,Wed,False,False,,友引,False,丁未,丁,未,火,土,陰,羊,冠帯,False,,,,調査中,心の扉が開放,空色,抹茶,30,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,双子座,月 - 幻想,困難は成長のギフト,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
23,,2028-11-23,木曜日,Thursday,Thu,False,True,勤労感謝の日,先負,False,戊申,戊,申,土,金,陽,猿,建禄,False,,,,調査中,宇宙との同調,若草色,柚子茶,31,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,蟹座,太陽 - 成功,今この瞬間が全て,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
24,,2028-11-24,金曜日,Friday,Fri,False,False,,仏滅,False,己酉,己,酉,土,金,陰,鶏,帝旺,False,,,,調査中,愛のバイブレーション,黄金色,生姜茶,32,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,獅子座,審判 - 再生,笑顔は心の太陽,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
25,,2028-11-25,土曜日,Saturday,Sat,True,False,,大安,True,庚戌,庚,戌,金,土,陽,犬,衰,False,,,,調査中,豊かさの波動,鋼青色,黒豆茶,33,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,乙女座,世界 - 完成,優しさは伝染する,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
26,,2028-11-26,日曜日,Sunday,Sun,True,False,,赤口,False,辛亥,辛,亥,金,水,陰,猪,病,False,,,,調査中,運命の扉が開く日,深紅色,アールグレイ,34,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,天秤座,愚者 - 新しい始まり,夢は現実の種,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
27,,2028-11-27,月曜日,Monday,Mon,False,False,,先勝,False,壬子,壬,子,水,水,陽,鼠,死,False,,,,調査中,宇宙からのメッセージ,金色,カモミールティー,35,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,魔術師 - 創造力,勇気は恐れを超越する,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
28,,2028-11-28,火曜日,Tuesday,Tue,False,False,,友引,False,癸丑,癸,丑,水,土,陰,牛,墓,False,,,,調査中,奇跡を呼ぶ波動,朱色,ペパーミントティー,36,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,女教皇 - 直感,知恵は経験から生まれる,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
29,,2028-11-29,水曜日,Wednesday,Wed,False,False,,先負,False,甲寅,甲,寅,木,木,陽,虎,養,False,,,,調査中,龍神様のご加護,空色,緑茶,37,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,山羊座,女帝 - 豊穣,調和は美の根源,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
30,,2028-11-30,木曜日,Thursday,Thu,False,False,,仏滅,True,乙卯,乙,卯,木,木,陰,兎,長生,False,,,,調査中,金運上昇のサイン,若草色,ほうじ茶,38,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,水瓶座,皇帝 - 安定,希望は明日への光,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
