年,月,日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
2029,1,11,2029-01-11,木曜日,Thursday,Thu,False,False,,大安,False,丁酉,丁,酉,火,金,陰,鶏,帝旺,False,,,,調査中,魂の成長期間,若草色,玄米茶,11,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,水瓶座,運命の輪 - 転機,夢は現実の種,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2029,1,12,2029-01-12,金曜日,Friday,Fri,False,False,,赤口,False,戊戌,戊,戌,土,土,陽,犬,衰,False,,,,調査中,エネルギー充電日,黄金色,抹茶,12,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,魚座,正義 - バランス,勇気は恐れを超越する,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2029,1,13,2029-01-13,土曜日,Saturday,Sat,True,False,,先勝,False,己亥,己,亥,土,水,陰,猪,病,False,,,,調査中,新次元への扉,鋼青色,柚子茶,13,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,牡羊座,吊られた男 - 犠牲,知恵は経験から生まれる,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2029,1,14,2029-01-14,日曜日,Sunday,Sun,True,False,,友引,False,庚子,庚,子,金,水,陽,鼠,死,False,,,,調査中,守護霊のささやき,深紅色,生姜茶,14,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,牡牛座,死神 - 変容,調和は美の根源,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2029,1,15,2029-01-15,月曜日,Monday,Mon,False,False,,先負,True,辛丑,辛,丑,金,土,陰,牛,墓,False,,,,調査中,願いが叶う予感,金色,黒豆茶,15,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,双子座,節制 - 調和,希望は明日への光,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2029,1,16,2029-01-16,火曜日,Tuesday,Tue,False,False,,仏滅,False,壬寅,壬,寅,水,木,陽,虎,絶,False,,,,調査中,心のデトックス,朱色,アールグレイ,16,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,蟹座,悪魔 - 誘惑,慈悲は魂の栄養,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2029,1,17,2029-01-17,水曜日,Wednesday,Wed,False,False,,大安,False,癸卯,癸,卯,水,木,陰,兎,胎,False,,,,調査中,創造力爆発,空色,カモミールティー,17,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,獅子座,塔 - 変革,一歩一歩が大切な旅路,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2029,1,18,2029-01-18,木曜日,Thursday,Thu,False,False,,赤口,True,甲辰,甲,辰,木,土,陽,龍,沐浴,False,,,,調査中,人との縁を結ぶ,若草色,ペパーミントティー,18,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,乙女座,星 - 希望,今日という日は二度と来ない,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2029,1,19,2029-01-19,金曜日,Friday,Fri,False,False,,先勝,False,乙巳,乙,巳,木,火,陰,蛇,冠帯,False,,,,調査中,未来への種まき,黄金色,緑茶,19,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,天秤座,月 - 幻想,心の平安が真の豊かさ,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2029,1,20,2029-01-20,土曜日,Saturday,Sat,True,False,,友引,True,丙午,丙,午,火,火,陽,馬,建禄,False,,,,調査中,宝物発見の予感,鋼青色,ほうじ茶,20,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,蠍座,太陽 - 成功,変化は成長の扉,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2029,1,21,2029-01-21,日曜日,Sunday,Sun,True,False,,先負,False,丁未,丁,未,火,土,陰,羊,帝旺,False,,,,調査中,内なる光が輝く,深紅色,ジャスミンティー,21,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,射手座,審判 - 再生,感謝の心が幸福を呼ぶ,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2029,1,22,2029-01-22,月曜日,Monday,Mon,False,False,,仏滅,False,戊申,戊,申,土,金,陽,猿,衰,False,,,,調査中,調和のメロディ,金色,ルイボスティー,22,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,山羊座,世界 - 完成,愛は最も強いエネルギー,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2029,1,23,2029-01-23,火曜日,Tuesday,Tue,False,False,,大安,False,己酉,己,酉,土,金,陰,鶏,病,False,,,,調査中,自然の叡智授受,朱色,ローズヒップティー,23,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,水瓶座,愚者 - 新しい始まり,困難は成長のギフト,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2029,1,24,2029-01-24,水曜日,Wednesday,Wed,False,False,,赤口,False,庚戌,庚,戌,金,土,陽,犬,死,False,,,,調査中,知恵の泉湧出,空色,白茶,24,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,魚座,魔術師 - 創造力,今この瞬間が全て,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2029,1,25,2029-01-25,木曜日,Thursday,Thu,False,False,,先勝,False,辛亥,辛,亥,金,水,陰,猪,墓,False,,,,調査中,至福の時間軸,若草色,烏龍茶,25,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,牡羊座,女教皇 - 直感,笑顔は心の太陽,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2029,1,26,2029-01-26,金曜日,Friday,Fri,False,False,,友引,False,壬子,壬,子,水,水,陽,鼠,絶,False,,,,調査中,運気上昇の兆し,黄金色,玄米茶,26,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,牡牛座,女帝 - 豊穣,優しさは伝染する,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2029,1,27,2029-01-27,土曜日,Saturday,Sat,True,False,,先負,True,癸丑,癸,丑,水,土,陰,牛,胎,False,,,,調査中,心の扉が開放,鋼青色,抹茶,27,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,双子座,皇帝 - 安定,夢は現実の種,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2029,1,28,2029-01-28,日曜日,Sunday,Sun,True,False,,仏滅,False,甲寅,甲,寅,木,木,陽,虎,沐浴,False,,,,調査中,宇宙との同調,深紅色,柚子茶,28,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,蟹座,教皇 - 叡智,勇気は恐れを超越する,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2029,1,29,2029-01-29,月曜日,Monday,Mon,False,False,,大安,False,乙卯,乙,卯,木,木,陰,兎,冠帯,False,,,,調査中,愛のバイブレーション,金色,生姜茶,29,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,獅子座,恋人 - 選択,知恵は経験から生まれる,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2029,1,30,2029-01-30,火曜日,Tuesday,Tue,False,False,,赤口,True,丙辰,丙,辰,火,土,陽,龍,建禄,True,辰巳,財運・社会,,調査中,豊かさの波動,朱色,黒豆茶,30,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,乙女座,戦車 - 意志力,調和は美の根源,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2029,1,31,2029-01-31,水曜日,Wednesday,Wed,False,False,,先勝,False,丁巳,丁,巳,火,火,陰,蛇,帝旺,True,辰巳,財運・社会,,調査中,運命の扉が開く日,空色,アールグレイ,31,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,天秤座,力 - 内なる強さ,希望は明日への光,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2029,2,1,2029-02-01,木曜日,Thursday,Thu,False,False,,友引,False,戊午,戊,午,土,火,陽,馬,病,False,,,,調査中,宇宙からのメッセージ,若草色,カモミールティー,32,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,隠者 - 内省,慈悲は魂の栄養,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2029,2,2,2029-02-02,金曜日,Friday,Fri,False,False,,先負,True,己未,己,未,土,土,陰,羊,死,False,,,,調査中,奇跡を呼ぶ波動,黄金色,ペパーミントティー,33,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,運命の輪 - 転機,一歩一歩が大切な旅路,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2029,2,3,2029-02-03,土曜日,Saturday,Sat,True,False,,仏滅,False,庚申,庚,申,金,金,陽,猿,墓,False,,,,調査中,龍神様のご加護,鋼青色,緑茶,34,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,山羊座,正義 - バランス,今日という日は二度と来ない,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2029,2,4,2029-02-04,日曜日,Sunday,Sun,True,False,,大安,False,辛酉,辛,酉,金,金,陰,鶏,絶,False,,,,調査中,金運上昇のサイン,深紅色,ほうじ茶,35,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,水瓶座,吊られた男 - 犠牲,心の平安が真の豊かさ,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2029,2,5,2029-02-05,月曜日,Monday,Mon,False,False,,赤口,True,壬戌,壬,戌,水,土,陽,犬,胎,False,,,,調査中,恋愛運絶好調,金色,ジャスミンティー,36,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,魚座,死神 - 変容,変化は成長の扉,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2029,2,6,2029-02-06,火曜日,Tuesday,Tue,False,False,,先勝,False,癸亥,癸,亥,水,水,陰,猪,養,False,,,,調査中,直感力が冴える,朱色,ルイボスティー,37,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,牡羊座,節制 - 調和,感謝の心が幸福を呼ぶ,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2029,2,7,2029-02-07,水曜日,Wednesday,Wed,False,False,,友引,False,甲子,甲,子,木,水,陽,鼠,冠帯,False,,,,調査中,隠れた才能開花,空色,ローズヒップティー,38,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,牡牛座,悪魔 - 誘惑,愛は最も強いエネルギー,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2029,2,8,2029-02-08,木曜日,Thursday,Thu,False,False,,先負,False,乙丑,乙,丑,木,土,陰,牛,建禄,False,,,,調査中,人生の転機到来,若草色,白茶,39,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,双子座,塔 - 変革,困難は成長のギフト,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2029,2,9,2029-02-09,金曜日,Friday,Fri,False,False,,仏滅,False,丙寅,丙,寅,火,木,陽,虎,帝旺,True,寅卯,親・目上,,調査中,幸運の風が吹く,黄金色,烏龍茶,40,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,蟹座,星 - 希望,今この瞬間が全て,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2029,2,10,2029-02-10,土曜日,Saturday,Sat,True,False,,大安,False,丁卯,丁,卯,火,木,陰,兎,衰,True,寅卯,親・目上,,調査中,魂の成長期間,鋼青色,玄米茶,41,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,獅子座,月 - 幻想,笑顔は心の太陽,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2029,2,11,2029-02-11,日曜日,Sunday,Sun,True,True,建国記念の日,赤口,False,戊辰,戊,辰,土,土,陽,龍,病,False,,,,調査中,エネルギー充電日,深紅色,抹茶,42,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,乙女座,太陽 - 成功,優しさは伝染する,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2029,2,12,2029-02-12,月曜日,Monday,Mon,False,False,,先勝,True,己巳,己,巳,土,火,陰,蛇,死,False,,,,調査中,新次元への扉,金色,柚子茶,43,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,天秤座,審判 - 再生,夢は現実の種,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2029,2,13,2029-02-13,火曜日,Tuesday,Tue,False,False,,友引,False,庚午,庚,午,金,火,陽,馬,墓,False,,,,調査中,守護霊のささやき,朱色,生姜茶,44,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,蠍座,世界 - 完成,勇気は恐れを超越する,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2029,2,14,2029-02-14,水曜日,Wednesday,Wed,False,False,,先負,True,辛未,辛,未,金,土,陰,羊,絶,False,,,,調査中,願いが叶う予感,空色,黒豆茶,45,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,射手座,愚者 - 新しい始まり,知恵は経験から生まれる,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2029,2,15,2029-02-15,木曜日,Thursday,Thu,False,False,,仏滅,False,壬申,壬,申,水,金,陽,猿,胎,False,,,,調査中,心のデトックス,若草色,アールグレイ,46,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,山羊座,魔術師 - 創造力,調和は美の根源,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2029,2,16,2029-02-16,金曜日,Friday,Fri,False,False,,大安,False,癸酉,癸,酉,水,金,陰,鶏,養,False,,,,調査中,創造力爆発,黄金色,カモミールティー,47,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,水瓶座,女教皇 - 直感,希望は明日への光,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2029,2,17,2029-02-17,土曜日,Saturday,Sat,True,False,,赤口,False,甲戌,甲,戌,木,土,陽,犬,冠帯,True,戌亥,家庭・不動産,,調査中,人との縁を結ぶ,鋼青色,ペパーミントティー,48,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,魚座,女帝 - 豊穣,慈悲は魂の栄養,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2029,2,18,2029-02-18,日曜日,Sunday,Sun,True,False,,先勝,False,乙亥,乙,亥,木,水,陰,猪,建禄,True,戌亥,家庭・不動産,,調査中,未来への種まき,深紅色,緑茶,49,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,牡羊座,皇帝 - 安定,一歩一歩が大切な旅路,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2029,2,19,2029-02-19,月曜日,Monday,Mon,False,False,,友引,True,丙子,丙,子,火,水,陽,鼠,帝旺,False,,,,調査中,宝物発見の予感,金色,ほうじ茶,50,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,牡牛座,教皇 - 叡智,今日という日は二度と来ない,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2029,2,20,2029-02-20,火曜日,Tuesday,Tue,False,False,,先負,False,丁丑,丁,丑,火,土,陰,牛,衰,False,,,,調査中,内なる光が輝く,朱色,ジャスミンティー,51,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,双子座,恋人 - 選択,心の平安が真の豊かさ,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2029,2,21,2029-02-21,水曜日,Wednesday,Wed,False,False,,仏滅,False,戊寅,戊,寅,土,木,陽,虎,病,False,,,,調査中,調和のメロディ,空色,ルイボスティー,52,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,蟹座,戦車 - 意志力,変化は成長の扉,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2029,2,22,2029-02-22,木曜日,Thursday,Thu,False,False,,大安,False,己卯,己,卯,土,木,陰,兎,死,False,,,,調査中,自然の叡智授受,若草色,ローズヒップティー,53,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,獅子座,力 - 内なる強さ,感謝の心が幸福を呼ぶ,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2029,2,23,2029-02-23,金曜日,Friday,Fri,False,True,天皇誕生日,赤口,False,庚辰,庚,辰,金,土,陽,龍,墓,False,,,,調査中,知恵の泉湧出,黄金色,白茶,54,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,乙女座,隠者 - 内省,愛は最も強いエネルギー,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2029,2,24,2029-02-24,土曜日,Saturday,Sat,True,False,,先勝,True,辛巳,辛,巳,金,火,陰,蛇,絶,False,,,,調査中,至福の時間軸,鋼青色,烏龍茶,55,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,天秤座,運命の輪 - 転機,困難は成長のギフト,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2029,2,25,2029-02-25,日曜日,Sunday,Sun,True,False,,友引,False,壬午,壬,午,水,火,陽,馬,胎,False,,,,調査中,運気上昇の兆し,深紅色,玄米茶,56,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,蠍座,正義 - バランス,今この瞬間が全て,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2029,2,26,2029-02-26,月曜日,Monday,Mon,False,False,,先負,True,癸未,癸,未,水,土,陰,羊,養,False,,,,調査中,心の扉が開放,金色,抹茶,57,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,射手座,吊られた男 - 犠牲,笑顔は心の太陽,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2029,2,27,2029-02-27,火曜日,Tuesday,Tue,False,False,,仏滅,False,甲申,甲,申,木,金,陽,猿,冠帯,True,申酉,友人・兄弟,,調査中,宇宙との同調,朱色,柚子茶,58,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,山羊座,死神 - 変容,優しさは伝染する,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2029,2,28,2029-02-28,水曜日,Wednesday,Wed,False,False,,大安,False,乙酉,乙,酉,木,金,陰,鶏,建禄,True,申酉,友人・兄弟,,調査中,愛のバイブレーション,空色,生姜茶,59,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,水瓶座,節制 - 調和,夢は現実の種,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2029,3,1,2029-03-01,木曜日,Thursday,Thu,False,False,,先負,True,丙戌,丙,戌,火,土,陽,犬,衰,False,,,,調査中,豊かさの波動,若草色,黒豆茶,60,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,魚座,悪魔 - 誘惑,勇気は恐れを超越する,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2029,3,2,2029-03-02,金曜日,Friday,Fri,False,False,,仏滅,False,丁亥,丁,亥,火,水,陰,猪,病,False,,,,調査中,運命の扉が開く日,黄金色,アールグレイ,61,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,牡羊座,塔 - 変革,知恵は経験から生まれる,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2029,3,3,2029-03-03,土曜日,Saturday,Sat,True,False,,大安,False,戊子,戊,子,土,水,陽,鼠,死,False,,,,調査中,宇宙からのメッセージ,鋼青色,カモミールティー,62,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,牡牛座,星 - 希望,調和は美の根源,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2029,3,4,2029-03-04,日曜日,Sunday,Sun,True,False,,赤口,False,己丑,己,丑,土,土,陰,牛,墓,False,,,,調査中,奇跡を呼ぶ波動,深紅色,ペパーミントティー,63,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,双子座,月 - 幻想,希望は明日への光,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2029,3,5,2029-03-05,月曜日,Monday,Mon,False,False,,先勝,False,庚寅,庚,寅,金,木,陽,虎,絶,False,,,,調査中,龍神様のご加護,金色,緑茶,64,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,蟹座,太陽 - 成功,慈悲は魂の栄養,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2029,3,6,2029-03-06,火曜日,Tuesday,Tue,False,False,,友引,False,辛卯,辛,卯,金,木,陰,兎,胎,False,,,,調査中,金運上昇のサイン,朱色,ほうじ茶,65,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,獅子座,審判 - 再生,一歩一歩が大切な旅路,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2029,3,7,2029-03-07,水曜日,Wednesday,Wed,False,False,,先負,False,壬辰,壬,辰,水,土,陽,龍,養,False,,,,調査中,恋愛運絶好調,空色,ジャスミンティー,66,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,乙女座,世界 - 完成,今日という日は二度と来ない,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
