日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
17,2033-05-17,火曜日,Tuesday,Tue,False,False,,先負,False,甲子,甲,子,木,水,陽,鼠,衰,False,,,,調査中,創造力爆発,朱色,カモミールティー,38,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,獅子座,皇帝 - 安定,笑顔は心の太陽,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
18,2033-05-18,水曜日,Wednesday,Wed,False,False,,仏滅,False,乙丑,乙,丑,木,土,陰,牛,病,False,,,,調査中,人との縁を結ぶ,空色,ペパーミントティー,39,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,乙女座,教皇 - 叡智,優しさは伝染する,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
19,2033-05-19,木曜日,Thursday,Thu,False,False,,大安,True,丙寅,丙,寅,火,木,陽,虎,死,True,寅卯,親・目上,,調査中,未来への種まき,若草色,緑茶,40,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,天秤座,恋人 - 選択,夢は現実の種,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
20,2033-05-20,金曜日,Friday,Fri,False,False,,赤口,False,丁卯,丁,卯,火,木,陰,兎,墓,True,寅卯,親・目上,,調査中,宝物発見の予感,黄金色,ほうじ茶,41,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,蠍座,戦車 - 意志力,勇気は恐れを超越する,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
21,2033-05-21,土曜日,Saturday,Sat,True,False,,先勝,False,戊辰,戊,辰,土,土,陽,龍,絶,False,,,,調査中,内なる光が輝く,鋼青色,ジャスミンティー,42,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,射手座,力 - 内なる強さ,知恵は経験から生まれる,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
22,2033-05-22,日曜日,Sunday,Sun,True,False,,友引,False,己巳,己,巳,土,火,陰,蛇,胎,False,,,,調査中,調和のメロディ,深紅色,ルイボスティー,43,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,山羊座,隠者 - 内省,調和は美の根源,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
23,2033-05-23,月曜日,Monday,Mon,False,False,,先負,False,庚午,庚,午,金,火,陽,馬,養,False,,,,調査中,自然の叡智授受,金色,ローズヒップティー,44,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,水瓶座,運命の輪 - 転機,希望は明日への光,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
24,2033-05-24,火曜日,Tuesday,Tue,False,False,,仏滅,False,辛未,辛,未,金,土,陰,羊,長生,False,,,,調査中,知恵の泉湧出,朱色,白茶,45,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,魚座,正義 - バランス,慈悲は魂の栄養,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
25,2033-05-25,水曜日,Wednesday,Wed,False,False,,大安,False,壬申,壬,申,水,金,陽,猿,沐浴,False,,,,調査中,至福の時間軸,空色,烏龍茶,46,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,牡羊座,吊られた男 - 犠牲,一歩一歩が大切な旅路,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
26,2033-05-26,木曜日,Thursday,Thu,False,False,,赤口,True,癸酉,癸,酉,水,金,陰,鶏,冠帯,False,,,,調査中,運気上昇の兆し,若草色,玄米茶,47,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,牡牛座,死神 - 変容,今日という日は二度と来ない,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
27,2033-05-27,金曜日,Friday,Fri,False,False,,先勝,False,甲戌,甲,戌,木,土,陽,犬,衰,True,戌亥,家庭・不動産,,調査中,心の扉が開放,黄金色,抹茶,48,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,双子座,節制 - 調和,心の平安が真の豊かさ,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
28,2033-05-28,土曜日,Saturday,Sat,True,False,,友引,False,乙亥,乙,亥,木,水,陰,猪,病,True,戌亥,家庭・不動産,,調査中,宇宙との同調,鋼青色,柚子茶,49,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,蟹座,悪魔 - 誘惑,変化は成長の扉,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
29,2033-05-29,日曜日,Sunday,Sun,True,False,,先負,False,丙子,丙,子,火,水,陽,鼠,死,False,,,,調査中,愛のバイブレーション,深紅色,生姜茶,50,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,獅子座,塔 - 変革,感謝の心が幸福を呼ぶ,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
30,2033-05-30,月曜日,Monday,Mon,False,False,,仏滅,False,丁丑,丁,丑,火,土,陰,牛,墓,False,,,,調査中,豊かさの波動,金色,黒豆茶,51,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,乙女座,星 - 希望,愛は最も強いエネルギー,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
31,2033-05-31,火曜日,Tuesday,Tue,False,False,,大安,True,戊寅,戊,寅,土,木,陽,虎,絶,False,,,,調査中,運命の扉が開く日,朱色,アールグレイ,52,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,天秤座,月 - 幻想,困難は成長のギフト,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
