日,日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
11,,2030-08-11,日曜日,Sunday,Sun,True,True,山の日,赤口,False,甲戌,甲,戌,木,土,陽,犬,墓,True,戌亥,家庭・不動産,,調査中,新次元への扉,深紅色,柚子茶,25,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,天秤座,女教皇 - 直感,希望は明日への光,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
12,,2030-08-12,月曜日,Monday,Mon,False,False,,先勝,False,乙亥,乙,亥,木,水,陰,猪,絶,True,戌亥,家庭・不動産,,調査中,守護霊のささやき,金色,生姜茶,26,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,蠍座,女帝 - 豊穣,慈悲は魂の栄養,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
13,,2030-08-13,火曜日,Tuesday,Tue,False,False,,友引,True,丙子,丙,子,火,水,陽,鼠,胎,False,,,,調査中,願いが叶う予感,朱色,黒豆茶,27,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,射手座,皇帝 - 安定,一歩一歩が大切な旅路,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
14,,2030-08-14,水曜日,Wednesday,Wed,False,False,,先負,False,丁丑,丁,丑,火,土,陰,牛,養,False,,,,調査中,心のデトックス,空色,アールグレイ,28,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,山羊座,教皇 - 叡智,今日という日は二度と来ない,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
15,,2030-08-15,木曜日,Thursday,Thu,False,False,,仏滅,False,戊寅,戊,寅,土,木,陽,虎,長生,False,,,,調査中,創造力爆発,若草色,カモミールティー,29,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,水瓶座,恋人 - 選択,心の平安が真の豊かさ,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
16,,2030-08-16,金曜日,Friday,Fri,False,False,,大安,True,己卯,己,卯,土,木,陰,兎,沐浴,False,,,,調査中,人との縁を結ぶ,黄金色,ペパーミントティー,30,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,魚座,戦車 - 意志力,変化は成長の扉,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
17,,2030-08-17,土曜日,Saturday,Sat,True,False,,赤口,False,庚辰,庚,辰,金,土,陽,龍,冠帯,False,,,,調査中,未来への種まき,鋼青色,緑茶,31,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,牡羊座,力 - 内なる強さ,感謝の心が幸福を呼ぶ,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
18,,2030-08-18,日曜日,Sunday,Sun,True,False,,先勝,False,辛巳,辛,巳,金,火,陰,蛇,建禄,False,,,,調査中,宝物発見の予感,深紅色,ほうじ茶,32,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,牡牛座,隠者 - 内省,愛は最も強いエネルギー,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
19,,2030-08-19,月曜日,Monday,Mon,False,False,,友引,False,壬午,壬,午,水,火,陽,馬,帝旺,False,,,,調査中,内なる光が輝く,金色,ジャスミンティー,33,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,双子座,運命の輪 - 転機,困難は成長のギフト,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
20,,2030-08-20,火曜日,Tuesday,Tue,False,False,,先負,True,癸未,癸,未,水,土,陰,羊,衰,False,,,,調査中,調和のメロディ,朱色,ルイボスティー,34,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,蟹座,正義 - バランス,今この瞬間が全て,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
21,,2030-08-21,水曜日,Wednesday,Wed,False,False,,仏滅,False,甲申,甲,申,木,金,陽,猿,墓,True,申酉,友人・兄弟,,調査中,自然の叡智授受,空色,ローズヒップティー,35,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,獅子座,吊られた男 - 犠牲,笑顔は心の太陽,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
22,,2030-08-22,木曜日,Thursday,Thu,False,False,,大安,False,乙酉,乙,酉,木,金,陰,鶏,絶,True,申酉,友人・兄弟,,調査中,知恵の泉湧出,若草色,白茶,36,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,乙女座,死神 - 変容,優しさは伝染する,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
23,,2030-08-23,金曜日,Friday,Fri,False,False,,赤口,False,丙戌,丙,戌,火,土,陽,犬,胎,False,,,,調査中,至福の時間軸,黄金色,烏龍茶,37,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,天秤座,節制 - 調和,夢は現実の種,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
24,,2030-08-24,土曜日,Saturday,Sat,True,False,,先勝,False,丁亥,丁,亥,火,水,陰,猪,養,False,,,,調査中,運気上昇の兆し,鋼青色,玄米茶,38,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,蠍座,悪魔 - 誘惑,勇気は恐れを超越する,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
25,,2030-08-25,日曜日,Sunday,Sun,True,False,,友引,True,戊子,戊,子,土,水,陽,鼠,長生,False,,,,調査中,心の扉が開放,深紅色,抹茶,39,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,射手座,塔 - 変革,知恵は経験から生まれる,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
26,,2030-08-26,月曜日,Monday,Mon,False,False,,先負,False,己丑,己,丑,土,土,陰,牛,沐浴,False,,,,調査中,宇宙との同調,金色,柚子茶,40,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,山羊座,星 - 希望,調和は美の根源,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
27,,2030-08-27,火曜日,Tuesday,Tue,False,False,,仏滅,False,庚寅,庚,寅,金,木,陽,虎,冠帯,False,,,,調査中,愛のバイブレーション,朱色,生姜茶,41,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,水瓶座,月 - 幻想,希望は明日への光,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
28,,2030-08-28,水曜日,Wednesday,Wed,False,False,,大安,True,辛卯,辛,卯,金,木,陰,兎,建禄,False,,,,調査中,豊かさの波動,空色,黒豆茶,42,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,魚座,太陽 - 成功,慈悲は魂の栄養,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
29,,2030-08-29,木曜日,Thursday,Thu,False,False,,赤口,False,壬辰,壬,辰,水,土,陽,龍,帝旺,False,,,,調査中,運命の扉が開く日,若草色,アールグレイ,43,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,牡羊座,審判 - 再生,一歩一歩が大切な旅路,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
30,,2030-08-30,金曜日,Friday,Fri,False,False,,先勝,False,癸巳,癸,巳,水,火,陰,蛇,衰,False,,,,調査中,宇宙からのメッセージ,黄金色,カモミールティー,44,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,牡牛座,世界 - 完成,今日という日は二度と来ない,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
31,,2030-08-31,土曜日,Saturday,Sat,True,False,,友引,False,甲午,甲,午,木,火,陽,馬,墓,True,午未,配偶者・恋愛,,調査中,奇跡を呼ぶ波動,鋼青色,ペパーミントティー,45,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,双子座,愚者 - 新しい始まり,心の平安が真の豊かさ,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
