日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
11,2030-03-11,月曜日,Monday,Mon,False,False,,先勝,False,辛丑,辛,丑,金,土,陰,牛,胎,False,,,,調査中,幸運の風が吹く,金色,烏龍茶,70,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,山羊座,女帝 - 豊穣,愛は最も強いエネルギー,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
12,2030-03-12,火曜日,Tuesday,Tue,False,False,,友引,False,壬寅,壬,寅,水,木,陽,虎,養,False,,,,調査中,魂の成長期間,朱色,玄米茶,71,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,水瓶座,皇帝 - 安定,困難は成長のギフト,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
13,2030-03-13,水曜日,Wednesday,Wed,False,False,,先負,True,癸卯,癸,卯,水,木,陰,兎,長生,False,,,,調査中,エネルギー充電日,空色,抹茶,72,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,魚座,教皇 - 叡智,今この瞬間が全て,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
14,2030-03-14,木曜日,Thursday,Thu,False,False,,仏滅,False,甲辰,甲,辰,木,土,陽,龍,建禄,False,,,,調査中,新次元への扉,若草色,柚子茶,73,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,牡羊座,恋人 - 選択,笑顔は心の太陽,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
15,2030-03-15,金曜日,Friday,Fri,False,False,,大安,False,乙巳,乙,巳,木,火,陰,蛇,帝旺,False,,,,調査中,守護霊のささやき,黄金色,生姜茶,74,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,牡牛座,戦車 - 意志力,優しさは伝染する,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
16,2030-03-16,土曜日,Saturday,Sat,True,False,,赤口,True,丙午,丙,午,火,火,陽,馬,衰,False,,,,調査中,願いが叶う予感,鋼青色,黒豆茶,75,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,双子座,力 - 内なる強さ,夢は現実の種,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
17,2030-03-17,日曜日,Sunday,Sun,True,False,,先勝,False,丁未,丁,未,火,土,陰,羊,病,False,,,,調査中,心のデトックス,深紅色,アールグレイ,76,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,蟹座,隠者 - 内省,勇気は恐れを超越する,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
18,2030-03-18,月曜日,Monday,Mon,False,False,,友引,False,戊申,戊,申,土,金,陽,猿,死,False,,,,調査中,創造力爆発,金色,カモミールティー,77,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,獅子座,運命の輪 - 転機,知恵は経験から生まれる,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
19,2030-03-19,火曜日,Tuesday,Tue,False,False,,先負,False,己酉,己,酉,土,金,陰,鶏,墓,False,,,,調査中,人との縁を結ぶ,朱色,ペパーミントティー,78,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,乙女座,正義 - バランス,調和は美の根源,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
20,2030-03-20,水曜日,Wednesday,Wed,False,True,春分の日,仏滅,True,庚戌,庚,戌,金,土,陽,犬,絶,False,,,,調査中,未来への種まき,空色,緑茶,79,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,天秤座,吊られた男 - 犠牲,希望は明日への光,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
21,2030-03-21,木曜日,Thursday,Thu,False,False,,大安,False,辛亥,辛,亥,金,水,陰,猪,胎,False,,,,調査中,宝物発見の予感,若草色,ほうじ茶,80,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,蠍座,死神 - 変容,慈悲は魂の栄養,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
22,2030-03-22,金曜日,Friday,Fri,False,False,,赤口,False,壬子,壬,子,水,水,陽,鼠,養,False,,,,調査中,内なる光が輝く,黄金色,ジャスミンティー,81,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,射手座,節制 - 調和,一歩一歩が大切な旅路,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
23,2030-03-23,土曜日,Saturday,Sat,True,False,,先勝,False,癸丑,癸,丑,水,土,陰,牛,長生,False,,,,調査中,調和のメロディ,鋼青色,ルイボスティー,82,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,山羊座,悪魔 - 誘惑,今日という日は二度と来ない,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
24,2030-03-24,日曜日,Sunday,Sun,True,False,,友引,False,甲寅,甲,寅,木,木,陽,虎,建禄,False,,,,調査中,自然の叡智授受,深紅色,ローズヒップティー,83,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,水瓶座,塔 - 変革,心の平安が真の豊かさ,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
25,2030-03-25,月曜日,Monday,Mon,False,False,,先負,True,乙卯,乙,卯,木,木,陰,兎,帝旺,False,,,,調査中,知恵の泉湧出,金色,白茶,84,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,魚座,星 - 希望,変化は成長の扉,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
26,2030-03-26,火曜日,Tuesday,Tue,False,False,,仏滅,False,丙辰,丙,辰,火,土,陽,龍,衰,True,辰巳,財運・社会,,調査中,至福の時間軸,朱色,烏龍茶,85,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,牡羊座,月 - 幻想,感謝の心が幸福を呼ぶ,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
27,2030-03-27,水曜日,Wednesday,Wed,False,False,,大安,False,丁巳,丁,巳,火,火,陰,蛇,病,True,辰巳,財運・社会,,調査中,運気上昇の兆し,空色,玄米茶,86,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,牡牛座,太陽 - 成功,愛は最も強いエネルギー,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
28,2030-03-28,木曜日,Thursday,Thu,False,False,,赤口,True,戊午,戊,午,土,火,陽,馬,死,False,,,,調査中,心の扉が開放,若草色,抹茶,87,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,双子座,審判 - 再生,困難は成長のギフト,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
29,2030-03-29,金曜日,Friday,Fri,False,False,,先勝,False,己未,己,未,土,土,陰,羊,墓,False,,,,調査中,宇宙との同調,黄金色,柚子茶,88,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,蟹座,世界 - 完成,今この瞬間が全て,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
30,2030-03-30,土曜日,Saturday,Sat,True,False,,友引,False,庚申,庚,申,金,金,陽,猿,絶,False,,,,調査中,愛のバイブレーション,鋼青色,生姜茶,89,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,獅子座,愚者 - 新しい始まり,笑顔は心の太陽,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
31,2030-03-31,日曜日,Sunday,Sun,True,False,,先負,False,辛酉,辛,酉,金,金,陰,鶏,胎,False,,,,調査中,豊かさの波動,深紅色,黒豆茶,90,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,乙女座,魔術師 - 創造力,優しさは伝染する,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
