日,日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
13,,2030-10-13,日曜日,Sunday,Sun,True,False,,仏滅,False,丁丑,丁,丑,火,土,陰,牛,沐浴,False,,,,調査中,心のデトックス,深紅色,アールグレイ,88,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,山羊座,世界 - 完成,調和は美の根源,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
14,,2030-10-14,月曜日,Monday,Mon,False,True,スポーツの日,大安,True,戊寅,戊,寅,土,木,陽,虎,冠帯,False,,,,調査中,創造力爆発,金色,カモミールティー,89,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,水瓶座,愚者 - 新しい始まり,希望は明日への光,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
15,,2030-10-15,火曜日,Tuesday,Tue,False,False,,赤口,False,己卯,己,卯,土,木,陰,兎,建禄,False,,,,調査中,人との縁を結ぶ,朱色,ペパーミントティー,90,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,魚座,魔術師 - 創造力,慈悲は魂の栄養,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
16,,2030-10-16,水曜日,Wednesday,Wed,False,False,,先勝,False,庚辰,庚,辰,金,土,陽,龍,帝旺,False,,,,調査中,未来への種まき,空色,緑茶,91,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,牡羊座,女教皇 - 直感,一歩一歩が大切な旅路,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
17,,2030-10-17,木曜日,Thursday,Thu,False,False,,友引,False,辛巳,辛,巳,金,火,陰,蛇,衰,False,,,,調査中,宝物発見の予感,若草色,ほうじ茶,92,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,牡牛座,女帝 - 豊穣,今日という日は二度と来ない,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
18,,2030-10-18,金曜日,Friday,Fri,False,False,,先負,False,壬午,壬,午,水,火,陽,馬,病,False,,,,調査中,内なる光が輝く,黄金色,ジャスミンティー,93,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,双子座,皇帝 - 安定,心の平安が真の豊かさ,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
19,,2030-10-19,土曜日,Saturday,Sat,True,False,,仏滅,False,癸未,癸,未,水,土,陰,羊,死,False,,,,調査中,調和のメロディ,鋼青色,ルイボスティー,94,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,蟹座,教皇 - 叡智,変化は成長の扉,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
20,,2030-10-20,日曜日,Sunday,Sun,True,False,,大安,False,甲申,甲,申,木,金,陽,猿,胎,True,申酉,友人・兄弟,,調査中,自然の叡智授受,深紅色,ローズヒップティー,95,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,獅子座,恋人 - 選択,感謝の心が幸福を呼ぶ,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
21,,2030-10-21,月曜日,Monday,Mon,False,False,,赤口,True,乙酉,乙,酉,木,金,陰,鶏,養,True,申酉,友人・兄弟,,調査中,知恵の泉湧出,金色,白茶,96,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,乙女座,戦車 - 意志力,愛は最も強いエネルギー,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
22,,2030-10-22,火曜日,Tuesday,Tue,False,False,,先勝,False,丙戌,丙,戌,火,土,陽,犬,長生,False,,,,調査中,至福の時間軸,朱色,烏龍茶,97,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,天秤座,力 - 内なる強さ,困難は成長のギフト,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
23,,2030-10-23,水曜日,Wednesday,Wed,False,False,,友引,False,丁亥,丁,亥,火,水,陰,猪,沐浴,False,,,,調査中,運気上昇の兆し,空色,玄米茶,98,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,蠍座,隠者 - 内省,今この瞬間が全て,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
24,,2030-10-24,木曜日,Thursday,Thu,False,False,,先負,False,戊子,戊,子,土,水,陽,鼠,冠帯,False,,,,調査中,心の扉が開放,若草色,抹茶,99,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,射手座,運命の輪 - 転機,笑顔は心の太陽,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
25,,2030-10-25,金曜日,Friday,Fri,False,False,,仏滅,False,己丑,己,丑,土,土,陰,牛,建禄,False,,,,調査中,宇宙との同調,黄金色,柚子茶,1,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,山羊座,正義 - バランス,優しさは伝染する,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
26,,2030-10-26,土曜日,Saturday,Sat,True,False,,大安,True,庚寅,庚,寅,金,木,陽,虎,帝旺,False,,,,調査中,愛のバイブレーション,鋼青色,生姜茶,2,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,水瓶座,吊られた男 - 犠牲,夢は現実の種,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
27,,2030-10-27,日曜日,Sunday,Sun,True,False,,赤口,False,辛卯,辛,卯,金,木,陰,兎,衰,False,,,,調査中,豊かさの波動,深紅色,黒豆茶,3,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,魚座,死神 - 変容,勇気は恐れを超越する,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
28,,2030-10-28,月曜日,Monday,Mon,False,False,,先勝,False,壬辰,壬,辰,水,土,陽,龍,病,False,,,,調査中,運命の扉が開く日,金色,アールグレイ,4,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,牡羊座,節制 - 調和,知恵は経験から生まれる,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
29,,2030-10-29,火曜日,Tuesday,Tue,False,False,,友引,False,癸巳,癸,巳,水,火,陰,蛇,死,False,,,,調査中,宇宙からのメッセージ,朱色,カモミールティー,5,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,牡牛座,悪魔 - 誘惑,調和は美の根源,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
30,,2030-10-30,水曜日,Wednesday,Wed,False,False,,先負,False,甲午,甲,午,木,火,陽,馬,胎,True,午未,配偶者・恋愛,,調査中,奇跡を呼ぶ波動,空色,ペパーミントティー,6,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,双子座,塔 - 変革,希望は明日への光,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
31,,2030-10-31,木曜日,Thursday,Thu,False,False,,仏滅,False,乙未,乙,未,木,土,陰,羊,養,True,午未,配偶者・恋愛,,調査中,龍神様のご加護,若草色,緑茶,7,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,蟹座,星 - 希望,慈悲は魂の栄養,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
