日,日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
11,,2034-01-11,水曜日,Wednesday,Wed,False,False,,大安,False,癸亥,癸,亥,水,水,陰,猪,胎,False,,,,調査中,魂の成長期間,空色,玄米茶,11,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,水瓶座,運命の輪 - 転機,夢は現実の種,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
12,,2034-01-12,木曜日,Thursday,Thu,False,False,,赤口,False,甲子,甲,子,木,水,陽,鼠,沐浴,False,,,,調査中,エネルギー充電日,若草色,抹茶,12,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,魚座,正義 - バランス,勇気は恐れを超越する,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
13,,2034-01-13,金曜日,Friday,Fri,False,False,,先勝,False,乙丑,乙,丑,木,土,陰,牛,冠帯,False,,,,調査中,新次元への扉,黄金色,柚子茶,13,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,牡羊座,吊られた男 - 犠牲,知恵は経験から生まれる,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
14,,2034-01-14,土曜日,Saturday,Sat,True,False,,友引,False,丙寅,丙,寅,火,木,陽,虎,建禄,True,寅卯,親・目上,,調査中,守護霊のささやき,鋼青色,生姜茶,14,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,牡牛座,死神 - 変容,調和は美の根源,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
15,,2034-01-15,日曜日,Sunday,Sun,True,False,,先負,True,丁卯,丁,卯,火,木,陰,兎,帝旺,True,寅卯,親・目上,,調査中,願いが叶う予感,深紅色,黒豆茶,15,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,双子座,節制 - 調和,希望は明日への光,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
16,,2034-01-16,月曜日,Monday,Mon,False,False,,仏滅,False,戊辰,戊,辰,土,土,陽,龍,衰,False,,,,調査中,心のデトックス,金色,アールグレイ,16,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,蟹座,悪魔 - 誘惑,慈悲は魂の栄養,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
17,,2034-01-17,火曜日,Tuesday,Tue,False,False,,大安,False,己巳,己,巳,土,火,陰,蛇,病,False,,,,調査中,創造力爆発,朱色,カモミールティー,17,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,獅子座,塔 - 変革,一歩一歩が大切な旅路,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
18,,2034-01-18,水曜日,Wednesday,Wed,False,False,,赤口,True,庚午,庚,午,金,火,陽,馬,死,False,,,,調査中,人との縁を結ぶ,空色,ペパーミントティー,18,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,乙女座,星 - 希望,今日という日は二度と来ない,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
19,,2034-01-19,木曜日,Thursday,Thu,False,False,,先勝,False,辛未,辛,未,金,土,陰,羊,墓,False,,,,調査中,未来への種まき,若草色,緑茶,19,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,天秤座,月 - 幻想,心の平安が真の豊かさ,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
20,,2034-01-20,金曜日,Friday,Fri,False,False,,友引,True,壬申,壬,申,水,金,陽,猿,絶,False,,,,調査中,宝物発見の予感,黄金色,ほうじ茶,20,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,蠍座,太陽 - 成功,変化は成長の扉,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
21,,2034-01-21,土曜日,Saturday,Sat,True,False,,先負,False,癸酉,癸,酉,水,金,陰,鶏,胎,False,,,,調査中,内なる光が輝く,鋼青色,ジャスミンティー,21,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,射手座,審判 - 再生,感謝の心が幸福を呼ぶ,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
22,,2034-01-22,日曜日,Sunday,Sun,True,False,,仏滅,False,甲戌,甲,戌,木,土,陽,犬,沐浴,True,戌亥,家庭・不動産,,調査中,調和のメロディ,深紅色,ルイボスティー,22,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,山羊座,世界 - 完成,愛は最も強いエネルギー,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
23,,2034-01-23,月曜日,Monday,Mon,False,False,,大安,False,乙亥,乙,亥,木,水,陰,猪,冠帯,True,戌亥,家庭・不動産,,調査中,自然の叡智授受,金色,ローズヒップティー,23,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,水瓶座,愚者 - 新しい始まり,困難は成長のギフト,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
24,,2034-01-24,火曜日,Tuesday,Tue,False,False,,赤口,False,丙子,丙,子,火,水,陽,鼠,建禄,False,,,,調査中,知恵の泉湧出,朱色,白茶,24,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,魚座,魔術師 - 創造力,今この瞬間が全て,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
25,,2034-01-25,水曜日,Wednesday,Wed,False,False,,先勝,False,丁丑,丁,丑,火,土,陰,牛,帝旺,False,,,,調査中,至福の時間軸,空色,烏龍茶,25,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,牡羊座,女教皇 - 直感,笑顔は心の太陽,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
26,,2034-01-26,木曜日,Thursday,Thu,False,False,,友引,False,戊寅,戊,寅,土,木,陽,虎,衰,False,,,,調査中,運気上昇の兆し,若草色,玄米茶,26,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,牡牛座,女帝 - 豊穣,優しさは伝染する,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
27,,2034-01-27,金曜日,Friday,Fri,False,False,,先負,True,己卯,己,卯,土,木,陰,兎,病,False,,,,調査中,心の扉が開放,黄金色,抹茶,27,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,双子座,皇帝 - 安定,夢は現実の種,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
28,,2034-01-28,土曜日,Saturday,Sat,True,False,,仏滅,False,庚辰,庚,辰,金,土,陽,龍,死,False,,,,調査中,宇宙との同調,鋼青色,柚子茶,28,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,蟹座,教皇 - 叡智,勇気は恐れを超越する,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
29,,2034-01-29,日曜日,Sunday,Sun,True,False,,大安,False,辛巳,辛,巳,金,火,陰,蛇,墓,False,,,,調査中,愛のバイブレーション,深紅色,生姜茶,29,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,獅子座,恋人 - 選択,知恵は経験から生まれる,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
30,,2034-01-30,月曜日,Monday,Mon,False,False,,赤口,True,壬午,壬,午,水,火,陽,馬,絶,False,,,,調査中,豊かさの波動,金色,黒豆茶,30,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,乙女座,戦車 - 意志力,調和は美の根源,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
31,,2034-01-31,火曜日,Tuesday,Tue,False,False,,先勝,False,癸未,癸,未,水,土,陰,羊,胎,False,,,,調査中,運命の扉が開く日,朱色,アールグレイ,31,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,天秤座,力 - 内なる強さ,希望は明日への光,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
