日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
19,2034-08-19,土曜日,Saturday,Sat,True,False,,友引,False,癸卯,癸,卯,水,木,陰,兎,衰,False,,,,調査中,内なる光が輝く,鋼青色,ジャスミンティー,33,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,双子座,運命の輪 - 転機,困難は成長のギフト,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
20,2034-08-20,日曜日,Sunday,Sun,True,False,,先負,True,甲辰,甲,辰,木,土,陽,龍,墓,False,,,,調査中,調和のメロディ,深紅色,ルイボスティー,34,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,蟹座,正義 - バランス,今この瞬間が全て,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
21,2034-08-21,月曜日,Monday,Mon,False,False,,仏滅,False,乙巳,乙,巳,木,火,陰,蛇,絶,False,,,,調査中,自然の叡智授受,金色,ローズヒップティー,35,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,獅子座,吊られた男 - 犠牲,笑顔は心の太陽,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
22,2034-08-22,火曜日,Tuesday,Tue,False,False,,大安,False,丙午,丙,午,火,火,陽,馬,胎,False,,,,調査中,知恵の泉湧出,朱色,白茶,36,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,乙女座,死神 - 変容,優しさは伝染する,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
23,2034-08-23,水曜日,Wednesday,Wed,False,False,,赤口,False,丁未,丁,未,火,土,陰,羊,養,False,,,,調査中,至福の時間軸,空色,烏龍茶,37,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,天秤座,節制 - 調和,夢は現実の種,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
24,2034-08-24,木曜日,Thursday,Thu,False,False,,先勝,False,戊申,戊,申,土,金,陽,猿,長生,False,,,,調査中,運気上昇の兆し,若草色,玄米茶,38,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,蠍座,悪魔 - 誘惑,勇気は恐れを超越する,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
25,2034-08-25,金曜日,Friday,Fri,False,False,,友引,True,己酉,己,酉,土,金,陰,鶏,沐浴,False,,,,調査中,心の扉が開放,黄金色,抹茶,39,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,射手座,塔 - 変革,知恵は経験から生まれる,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
26,2034-08-26,土曜日,Saturday,Sat,True,False,,先負,False,庚戌,庚,戌,金,土,陽,犬,冠帯,False,,,,調査中,宇宙との同調,鋼青色,柚子茶,40,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,山羊座,星 - 希望,調和は美の根源,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
27,2034-08-27,日曜日,Sunday,Sun,True,False,,仏滅,False,辛亥,辛,亥,金,水,陰,猪,建禄,False,,,,調査中,愛のバイブレーション,深紅色,生姜茶,41,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,水瓶座,月 - 幻想,希望は明日への光,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
28,2034-08-28,月曜日,Monday,Mon,False,False,,大安,True,壬子,壬,子,水,水,陽,鼠,帝旺,False,,,,調査中,豊かさの波動,金色,黒豆茶,42,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,魚座,太陽 - 成功,慈悲は魂の栄養,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
29,2034-08-29,火曜日,Tuesday,Tue,False,False,,赤口,False,癸丑,癸,丑,水,土,陰,牛,衰,False,,,,調査中,運命の扉が開く日,朱色,アールグレイ,43,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,牡羊座,審判 - 再生,一歩一歩が大切な旅路,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
30,2034-08-30,水曜日,Wednesday,Wed,False,False,,先勝,False,甲寅,甲,寅,木,木,陽,虎,墓,False,,,,調査中,宇宙からのメッセージ,空色,カモミールティー,44,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,牡牛座,世界 - 完成,今日という日は二度と来ない,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
31,2034-08-31,木曜日,Thursday,Thu,False,False,,友引,False,乙卯,乙,卯,木,木,陰,兎,絶,False,,,,調査中,奇跡を呼ぶ波動,若草色,ペパーミントティー,45,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,双子座,愚者 - 新しい始まり,心の平安が真の豊かさ,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
