日,日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
22,,2034-10-22,日曜日,Sunday,Sun,True,False,,先勝,False,丁未,丁,未,火,土,陰,羊,沐浴,False,,,,調査中,至福の時間軸,深紅色,烏龍茶,97,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,天秤座,力 - 内なる強さ,困難は成長のギフト,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
23,,2034-10-23,月曜日,Monday,Mon,False,False,,友引,False,戊申,戊,申,土,金,陽,猿,冠帯,False,,,,調査中,運気上昇の兆し,金色,玄米茶,98,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,蠍座,隠者 - 内省,今この瞬間が全て,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
24,,2034-10-24,火曜日,Tuesday,Tue,False,False,,先負,False,己酉,己,酉,土,金,陰,鶏,建禄,False,,,,調査中,心の扉が開放,朱色,抹茶,99,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,射手座,運命の輪 - 転機,笑顔は心の太陽,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
25,,2034-10-25,水曜日,Wednesday,Wed,False,False,,仏滅,False,庚戌,庚,戌,金,土,陽,犬,帝旺,False,,,,調査中,宇宙との同調,空色,柚子茶,1,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,山羊座,正義 - バランス,優しさは伝染する,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
26,,2034-10-26,木曜日,Thursday,Thu,False,False,,大安,True,辛亥,辛,亥,金,水,陰,猪,衰,False,,,,調査中,愛のバイブレーション,若草色,生姜茶,2,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,水瓶座,吊られた男 - 犠牲,夢は現実の種,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
27,,2034-10-27,金曜日,Friday,Fri,False,False,,赤口,False,壬子,壬,子,水,水,陽,鼠,病,False,,,,調査中,豊かさの波動,黄金色,黒豆茶,3,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,魚座,死神 - 変容,勇気は恐れを超越する,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
28,,2034-10-28,土曜日,Saturday,Sat,True,False,,先勝,False,癸丑,癸,丑,水,土,陰,牛,死,False,,,,調査中,運命の扉が開く日,鋼青色,アールグレイ,4,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,牡羊座,節制 - 調和,知恵は経験から生まれる,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
29,,2034-10-29,日曜日,Sunday,Sun,True,False,,友引,False,甲寅,甲,寅,木,木,陽,虎,胎,False,,,,調査中,宇宙からのメッセージ,深紅色,カモミールティー,5,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,牡牛座,悪魔 - 誘惑,調和は美の根源,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
30,,2034-10-30,月曜日,Monday,Mon,False,False,,先負,False,乙卯,乙,卯,木,木,陰,兎,養,False,,,,調査中,奇跡を呼ぶ波動,金色,ペパーミントティー,6,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,双子座,塔 - 変革,希望は明日への光,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
31,,2034-10-31,火曜日,Tuesday,Tue,False,False,,仏滅,False,丙辰,丙,辰,火,土,陽,龍,長生,True,辰巳,財運・社会,,調査中,龍神様のご加護,朱色,緑茶,7,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,蟹座,星 - 希望,慈悲は魂の栄養,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
