日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
11,2034-02-11,土曜日,Saturday,Sat,True,True,建国記念の日,赤口,False,甲午,甲,午,木,火,陽,馬,冠帯,True,午未,配偶者・恋愛,,調査中,エネルギー充電日,鋼青色,抹茶,42,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,乙女座,太陽 - 成功,優しさは伝染する,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
12,2034-02-12,日曜日,Sunday,Sun,True,False,,先勝,True,乙未,乙,未,木,土,陰,羊,建禄,True,午未,配偶者・恋愛,,調査中,新次元への扉,深紅色,柚子茶,43,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,天秤座,審判 - 再生,夢は現実の種,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
13,2034-02-13,月曜日,Monday,Mon,False,False,,友引,False,丙申,丙,申,火,金,陽,猿,帝旺,False,,,,調査中,守護霊のささやき,金色,生姜茶,44,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,蠍座,世界 - 完成,勇気は恐れを超越する,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
14,2034-02-14,火曜日,Tuesday,Tue,False,False,,先負,True,丁酉,丁,酉,火,金,陰,鶏,衰,False,,,,調査中,願いが叶う予感,朱色,黒豆茶,45,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,射手座,愚者 - 新しい始まり,知恵は経験から生まれる,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
15,2034-02-15,水曜日,Wednesday,Wed,False,False,,仏滅,False,戊戌,戊,戌,土,土,陽,犬,病,False,,,,調査中,心のデトックス,空色,アールグレイ,46,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,山羊座,魔術師 - 創造力,調和は美の根源,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
16,2034-02-16,木曜日,Thursday,Thu,False,False,,大安,False,己亥,己,亥,土,水,陰,猪,死,False,,,,調査中,創造力爆発,若草色,カモミールティー,47,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,水瓶座,女教皇 - 直感,希望は明日への光,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
17,2034-02-17,金曜日,Friday,Fri,False,False,,赤口,False,庚子,庚,子,金,水,陽,鼠,墓,False,,,,調査中,人との縁を結ぶ,黄金色,ペパーミントティー,48,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,魚座,女帝 - 豊穣,慈悲は魂の栄養,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
18,2034-02-18,土曜日,Saturday,Sat,True,False,,先勝,False,辛丑,辛,丑,金,土,陰,牛,絶,False,,,,調査中,未来への種まき,鋼青色,緑茶,49,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,牡羊座,皇帝 - 安定,一歩一歩が大切な旅路,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
19,2034-02-19,日曜日,Sunday,Sun,True,False,,友引,True,壬寅,壬,寅,水,木,陽,虎,胎,False,,,,調査中,宝物発見の予感,深紅色,ほうじ茶,50,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,牡牛座,教皇 - 叡智,今日という日は二度と来ない,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
20,2034-02-20,月曜日,Monday,Mon,False,False,,先負,False,癸卯,癸,卯,水,木,陰,兎,養,False,,,,調査中,内なる光が輝く,金色,ジャスミンティー,51,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,双子座,恋人 - 選択,心の平安が真の豊かさ,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
21,2034-02-21,火曜日,Tuesday,Tue,False,False,,仏滅,False,甲辰,甲,辰,木,土,陽,龍,冠帯,False,,,,調査中,調和のメロディ,朱色,ルイボスティー,52,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,蟹座,戦車 - 意志力,変化は成長の扉,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
22,2034-02-22,水曜日,Wednesday,Wed,False,False,,大安,False,乙巳,乙,巳,木,火,陰,蛇,建禄,False,,,,調査中,自然の叡智授受,空色,ローズヒップティー,53,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,獅子座,力 - 内なる強さ,感謝の心が幸福を呼ぶ,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
23,2034-02-23,木曜日,Thursday,Thu,False,True,天皇誕生日,赤口,False,丙午,丙,午,火,火,陽,馬,帝旺,False,,,,調査中,知恵の泉湧出,若草色,白茶,54,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,乙女座,隠者 - 内省,愛は最も強いエネルギー,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
24,2034-02-24,金曜日,Friday,Fri,False,False,,先勝,True,丁未,丁,未,火,土,陰,羊,衰,False,,,,調査中,至福の時間軸,黄金色,烏龍茶,55,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,天秤座,運命の輪 - 転機,困難は成長のギフト,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
25,2034-02-25,土曜日,Saturday,Sat,True,False,,友引,False,戊申,戊,申,土,金,陽,猿,病,False,,,,調査中,運気上昇の兆し,鋼青色,玄米茶,56,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,蠍座,正義 - バランス,今この瞬間が全て,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
26,2034-02-26,日曜日,Sunday,Sun,True,False,,先負,True,己酉,己,酉,土,金,陰,鶏,死,False,,,,調査中,心の扉が開放,深紅色,抹茶,57,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,射手座,吊られた男 - 犠牲,笑顔は心の太陽,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
27,2034-02-27,月曜日,Monday,Mon,False,False,,仏滅,False,庚戌,庚,戌,金,土,陽,犬,墓,False,,,,調査中,宇宙との同調,金色,柚子茶,58,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,山羊座,死神 - 変容,優しさは伝染する,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
28,2034-02-28,火曜日,Tuesday,Tue,False,False,,大安,False,辛亥,辛,亥,金,水,陰,猪,絶,False,,,,調査中,愛のバイブレーション,朱色,生姜茶,59,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,水瓶座,節制 - 調和,夢は現実の種,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
