日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
18,2036-09-18,木曜日,Thursday,Thu,False,False,,友引,False,甲申,甲,申,木,金,陽,猿,絶,True,申酉,友人・兄弟,,調査中,調和のメロディ,若草色,ルイボスティー,64,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,山羊座,太陽 - 成功,愛は最も強いエネルギー,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
19,2036-09-19,金曜日,Friday,Fri,False,False,,先負,False,乙酉,乙,酉,木,金,陰,鶏,胎,True,申酉,友人・兄弟,,調査中,自然の叡智授受,黄金色,ローズヒップティー,65,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,水瓶座,審判 - 再生,困難は成長のギフト,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
20,2036-09-20,土曜日,Saturday,Sat,True,False,,仏滅,False,丙戌,丙,戌,火,土,陽,犬,養,False,,,,調査中,知恵の泉湧出,鋼青色,白茶,66,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,魚座,世界 - 完成,今この瞬間が全て,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
21,2036-09-21,日曜日,Sunday,Sun,True,False,,大安,False,丁亥,丁,亥,火,水,陰,猪,長生,False,,,,調査中,至福の時間軸,深紅色,烏龍茶,67,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,牡羊座,愚者 - 新しい始まり,笑顔は心の太陽,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
22,2036-09-22,月曜日,Monday,Mon,False,True,秋分の日,赤口,False,戊子,戊,子,土,水,陽,鼠,沐浴,False,,,,調査中,運気上昇の兆し,金色,玄米茶,68,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,牡牛座,魔術師 - 創造力,優しさは伝染する,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
23,2036-09-23,火曜日,Tuesday,Tue,False,False,,先勝,False,己丑,己,丑,土,土,陰,牛,冠帯,False,,,,調査中,心の扉が開放,朱色,抹茶,69,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,双子座,女教皇 - 直感,夢は現実の種,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
24,2036-09-24,水曜日,Wednesday,Wed,False,False,,友引,True,庚寅,庚,寅,金,木,陽,虎,建禄,False,,,,調査中,宇宙との同調,空色,柚子茶,70,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,蟹座,女帝 - 豊穣,勇気は恐れを超越する,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
25,2036-09-25,木曜日,Thursday,Thu,False,False,,先負,False,辛卯,辛,卯,金,木,陰,兎,帝旺,False,,,,調査中,愛のバイブレーション,若草色,生姜茶,71,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,獅子座,皇帝 - 安定,知恵は経験から生まれる,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
26,2036-09-26,金曜日,Friday,Fri,False,False,,仏滅,False,壬辰,壬,辰,水,土,陽,龍,衰,False,,,,調査中,豊かさの波動,黄金色,黒豆茶,72,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,乙女座,教皇 - 叡智,調和は美の根源,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
27,2036-09-27,土曜日,Saturday,Sat,True,False,,大安,False,癸巳,癸,巳,水,火,陰,蛇,病,False,,,,調査中,運命の扉が開く日,鋼青色,アールグレイ,73,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,天秤座,恋人 - 選択,希望は明日への光,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
28,2036-09-28,日曜日,Sunday,Sun,True,False,,赤口,False,甲午,甲,午,木,火,陽,馬,絶,True,午未,配偶者・恋愛,,調査中,宇宙からのメッセージ,深紅色,カモミールティー,74,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,戦車 - 意志力,慈悲は魂の栄養,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
29,2036-09-29,月曜日,Monday,Mon,False,False,,先勝,True,乙未,乙,未,木,土,陰,羊,胎,True,午未,配偶者・恋愛,,調査中,奇跡を呼ぶ波動,金色,ペパーミントティー,75,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,力 - 内なる強さ,一歩一歩が大切な旅路,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
30,2036-09-30,火曜日,Tuesday,Tue,False,False,,友引,False,丙申,丙,申,火,金,陽,猿,養,False,,,,調査中,龍神様のご加護,朱色,緑茶,76,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,山羊座,隠者 - 内省,今日という日は二度と来ない,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
