日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
14,2036-07-14,月曜日,Monday,Mon,False,False,,友引,False,戊寅,戊,寅,土,木,陽,虎,養,False,,,,調査中,心のデトックス,金色,アールグレイ,97,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,蟹座,太陽 - 成功,変化は成長の扉,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
15,2036-07-15,火曜日,Tuesday,Tue,False,False,,先負,False,己卯,己,卯,土,木,陰,兎,長生,False,,,,調査中,創造力爆発,朱色,カモミールティー,98,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,獅子座,審判 - 再生,感謝の心が幸福を呼ぶ,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
16,2036-07-16,水曜日,Wednesday,Wed,False,False,,仏滅,False,庚辰,庚,辰,金,土,陽,龍,沐浴,False,,,,調査中,人との縁を結ぶ,空色,ペパーミントティー,99,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,乙女座,世界 - 完成,愛は最も強いエネルギー,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
17,2036-07-17,木曜日,Thursday,Thu,False,False,,大安,True,辛巳,辛,巳,金,火,陰,蛇,冠帯,False,,,,調査中,未来への種まき,若草色,緑茶,1,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,天秤座,愚者 - 新しい始まり,困難は成長のギフト,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
18,2036-07-18,金曜日,Friday,Fri,False,False,,赤口,False,壬午,壬,午,水,火,陽,馬,建禄,False,,,,調査中,宝物発見の予感,黄金色,ほうじ茶,2,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,蠍座,魔術師 - 創造力,今この瞬間が全て,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
19,2036-07-19,土曜日,Saturday,Sat,True,False,,先勝,False,癸未,癸,未,水,土,陰,羊,帝旺,False,,,,調査中,内なる光が輝く,鋼青色,ジャスミンティー,3,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,射手座,女教皇 - 直感,笑顔は心の太陽,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
20,2036-07-20,日曜日,Sunday,Sun,True,False,,友引,False,甲申,甲,申,木,金,陽,猿,死,True,申酉,友人・兄弟,,調査中,調和のメロディ,深紅色,ルイボスティー,4,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,山羊座,女帝 - 豊穣,優しさは伝染する,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
21,2036-07-21,月曜日,Monday,Mon,False,True,海の日,先負,False,乙酉,乙,酉,木,金,陰,鶏,墓,True,申酉,友人・兄弟,,調査中,自然の叡智授受,金色,ローズヒップティー,5,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,水瓶座,皇帝 - 安定,夢は現実の種,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
22,2036-07-22,火曜日,Tuesday,Tue,False,False,,仏滅,False,丙戌,丙,戌,火,土,陽,犬,絶,False,,,,調査中,知恵の泉湧出,朱色,白茶,6,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,魚座,教皇 - 叡智,勇気は恐れを超越する,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
23,2036-07-23,水曜日,Wednesday,Wed,False,False,,大安,False,丁亥,丁,亥,火,水,陰,猪,胎,False,,,,調査中,至福の時間軸,空色,烏龍茶,7,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,牡羊座,恋人 - 選択,知恵は経験から生まれる,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
24,2036-07-24,木曜日,Thursday,Thu,False,False,,赤口,True,戊子,戊,子,土,水,陽,鼠,養,False,,,,調査中,運気上昇の兆し,若草色,玄米茶,8,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,牡牛座,戦車 - 意志力,調和は美の根源,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
25,2036-07-25,金曜日,Friday,Fri,False,False,,先勝,False,己丑,己,丑,土,土,陰,牛,長生,False,,,,調査中,心の扉が開放,黄金色,抹茶,9,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,双子座,力 - 内なる強さ,希望は明日への光,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
26,2036-07-26,土曜日,Saturday,Sat,True,False,,友引,False,庚寅,庚,寅,金,木,陽,虎,沐浴,False,,,,調査中,宇宙との同調,鋼青色,柚子茶,10,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,蟹座,隠者 - 内省,慈悲は魂の栄養,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
27,2036-07-27,日曜日,Sunday,Sun,True,False,,先負,False,辛卯,辛,卯,金,木,陰,兎,冠帯,False,,,,調査中,愛のバイブレーション,深紅色,生姜茶,11,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,獅子座,運命の輪 - 転機,一歩一歩が大切な旅路,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
28,2036-07-28,月曜日,Monday,Mon,False,False,,仏滅,False,壬辰,壬,辰,水,土,陽,龍,建禄,False,,,,調査中,豊かさの波動,金色,黒豆茶,12,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,乙女座,正義 - バランス,今日という日は二度と来ない,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
29,2036-07-29,火曜日,Tuesday,Tue,False,False,,大安,True,癸巳,癸,巳,水,火,陰,蛇,帝旺,False,,,,調査中,運命の扉が開く日,朱色,アールグレイ,13,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,天秤座,吊られた男 - 犠牲,心の平安が真の豊かさ,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
30,2036-07-30,水曜日,Wednesday,Wed,False,False,,赤口,False,甲午,甲,午,木,火,陽,馬,死,True,午未,配偶者・恋愛,,調査中,宇宙からのメッセージ,空色,カモミールティー,14,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,死神 - 変容,変化は成長の扉,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
31,2036-07-31,木曜日,Thursday,Thu,False,False,,先勝,False,乙未,乙,未,木,土,陰,羊,墓,True,午未,配偶者・恋愛,,調査中,奇跡を呼ぶ波動,若草色,ペパーミントティー,15,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,節制 - 調和,感謝の心が幸福を呼ぶ,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
