date,weekday,weekday_en,is_weekend,is_holiday,holiday_name,rokuyo,daily_keyword,color_of_the_day,recommended_tea
2025-02-12,水曜日,Wednesday,False,False,,先勝,新次元への扉,空色,柚子茶
2025-02-13,木曜日,Thursday,False,False,,友引,守護霊のささやき,若草色,生姜茶
2025-02-14,金曜日,Friday,False,False,,先負,願いが叶う予感,黄金色,黒豆茶
2025-02-15,土曜日,Saturday,True,False,,仏滅,心のデトックス,鋼青色,アールグレイ
2025-02-16,日曜日,Sunday,True,False,,大安,創造力爆発,深紅色,カモミールティー
2025-02-17,月曜日,Monday,False,False,,赤口,人との縁を結ぶ,金色,ペパーミントティー
2025-02-18,火曜日,Tuesday,False,False,,先勝,未来への種まき,朱色,緑茶
2025-02-19,水曜日,Wednesday,False,False,,友引,宝物発見の予感,空色,ほうじ茶
2025-02-20,木曜日,Thursday,False,False,,先負,内なる光が輝く,若草色,ジャスミンティー
2025-02-21,金曜日,Friday,False,False,,仏滅,調和のメロディ,黄金色,ルイボスティー
2025-02-22,土曜日,Saturday,True,False,,大安,自然の叡智授受,鋼青色,ローズヒップティー
2025-02-23,日曜日,Sunday,True,True,天皇誕生日,赤口,知恵の泉湧出,深紅色,白茶
2025-02-24,月曜日,Monday,False,False,,先勝,至福の時間軸,金色,烏龍茶
2025-02-25,火曜日,Tuesday,False,False,,友引,運気上昇の兆し,朱色,玄米茶
2025-02-26,水曜日,Wednesday,False,False,,先負,心の扉が開放,空色,抹茶
2025-02-27,木曜日,Thursday,False,False,,仏滅,宇宙との同調,若草色,柚子茶
2025-02-28,金曜日,Friday,False,False,,大安,愛のバイブレーション,黄金色,生姜茶
2025-03-01,土曜日,Saturday,True,False,,先負,豊かさの波動,鋼青色,黒豆茶
2025-03-02,日曜日,Sunday,True,False,,仏滅,運命の扉が開く日,深紅色,アールグレイ
2025-03-03,月曜日,Monday,False,False,,大安,宇宙からのメッセージ,金色,カモミールティー
2025-03-04,火曜日,Tuesday,False,False,,赤口,奇跡を呼ぶ波動,朱色,ペパーミントティー
2025-03-05,水曜日,Wednesday,False,False,,先勝,龍神様のご加護,空色,緑茶
2025-03-06,木曜日,Thursday,False,False,,友引,金運上昇のサイン,若草色,ほうじ茶
2025-03-07,金曜日,Friday,False,False,,先負,恋愛運絶好調,黄金色,ジャスミンティー
2025-03-08,土曜日,Saturday,True,False,,仏滅,直感力が冴える,鋼青色,ルイボスティー
2025-03-09,日曜日,Sunday,True,False,,大安,隠れた才能開花,深紅色,ローズヒップティー
2025-03-10,月曜日,Monday,False,False,,赤口,人生の転機到来,金色,白茶
2025-03-11,火曜日,Tuesday,False,False,,先勝,幸運の風が吹く,朱色,烏龍茶
2025-03-12,水曜日,Wednesday,False,False,,友引,魂の成長期間,空色,玄米茶
2025-03-13,木曜日,Thursday,False,False,,先負,エネルギー充電日,若草色,抹茶
2025-03-14,金曜日,Friday,False,False,,仏滅,新次元への扉,黄金色,柚子茶
2025-03-15,土曜日,Saturday,True,False,,大安,守護霊のささやき,鋼青色,生姜茶
2025-03-16,日曜日,Sunday,True,False,,赤口,願いが叶う予感,深紅色,黒豆茶
2025-03-17,月曜日,Monday,False,False,,先勝,心のデトックス,金色,アールグレイ
2025-03-18,火曜日,Tuesday,False,False,,友引,創造力爆発,朱色,カモミールティー
2025-03-19,水曜日,Wednesday,False,False,,先負,人との縁を結ぶ,空色,ペパーミントティー
2025-03-20,木曜日,Thursday,False,True,春分の日,仏滅,未来への種まき,若草色,緑茶
2025-03-21,金曜日,Friday,False,False,,大安,宝物発見の予感,黄金色,ほうじ茶
2025-03-22,土曜日,Saturday,True,False,,赤口,内なる光が輝く,鋼青色,ジャスミンティー
2025-03-23,日曜日,Sunday,True,False,,先勝,調和のメロディ,深紅色,ルイボスティー
2025-03-24,月曜日,Monday,False,False,,友引,自然の叡智授受,金色,ローズヒップティー
2025-03-25,火曜日,Tuesday,False,False,,先負,知恵の泉湧出,朱色,白茶
2025-03-26,水曜日,Wednesday,False,False,,仏滅,至福の時間軸,空色,烏龍茶
2025-03-27,木曜日,Thursday,False,False,,大安,運気上昇の兆し,若草色,玄米茶
2025-03-28,金曜日,Friday,False,False,,赤口,心の扉が開放,黄金色,抹茶
2025-03-29,土曜日,Saturday,True,False,,先勝,宇宙との同調,鋼青色,柚子茶
2025-03-30,日曜日,Sunday,True,False,,友引,愛のバイブレーション,深紅色,生姜茶
2025-03-31,月曜日,Monday,False,False,,先負,豊かさの波動,金色,黒豆茶
2025-04-01,火曜日,Tuesday,False,False,,仏滅,運命の扉が開く日,朱色,アールグレイ
2025-04-02,水曜日,Wednesday,False,False,,大安,宇宙からのメッセージ,空色,カモミールティー
2025-04-03,木曜日,Thursday,False,False,,赤口,奇跡を呼ぶ波動,若草色,ペパーミントティー
2025-04-04,金曜日,Friday,False,False,,先勝,龍神様のご加護,黄金色,緑茶
2025-04-05,土曜日,Saturday,True,False,,友引,金運上昇のサイン,鋼青色,ほうじ茶
2025-04-06,日曜日,Sunday,True,False,,先負,恋愛運絶好調,深紅色,ジャスミンティー
2025-04-07,月曜日,Monday,False,False,,仏滅,直感力が冴える,金色,ルイボスティー
2025-04-08,火曜日,Tuesday,False,False,,大安,隠れた才能開花,朱色,ローズヒップティー
2025-04-09,水曜日,Wednesday,False,False,,赤口,人生の転機到来,空色,白茶
2025-04-10,木曜日,Thursday,False,False,,先勝,幸運の風が吹く,若草色,烏龍茶
2025-04-11,金曜日,Friday,False,False,,友引,魂の成長期間,黄金色,玄米茶
2025-04-12,土曜日,Saturday,True,False,,先負,エネルギー充電日,鋼青色,抹茶
2025-04-13,日曜日,Sunday,True,False,,仏滅,新次元への扉,深紅色,柚子茶
2025-04-14,月曜日,Monday,False,False,,大安,守護霊のささやき,金色,生姜茶
2025-04-15,火曜日,Tuesday,False,False,,赤口,願いが叶う予感,朱色,黒豆茶
2025-04-16,水曜日,Wednesday,False,False,,先勝,心のデトックス,空色,アールグレイ
2025-04-17,木曜日,Thursday,False,False,,友引,創造力爆発,若草色,カモミールティー
2025-04-18,金曜日,Friday,False,False,,先負,人との縁を結ぶ,黄金色,ペパーミントティー
2025-04-19,土曜日,Saturday,True,False,,仏滅,未来への種まき,鋼青色,緑茶
2025-04-20,日曜日,Sunday,True,False,,大安,宝物発見の予感,深紅色,ほうじ茶
2025-04-21,月曜日,Monday,False,False,,赤口,内なる光が輝く,金色,ジャスミンティー
2025-04-22,火曜日,Tuesday,False,False,,先勝,調和のメロディ,朱色,ルイボスティー
2025-04-23,水曜日,Wednesday,False,False,,友引,自然の叡智授受,空色,ローズヒップティー
2025-04-24,木曜日,Thursday,False,False,,先負,知恵の泉湧出,若草色,白茶
2025-04-25,金曜日,Friday,False,False,,仏滅,至福の時間軸,黄金色,烏龍茶
2025-04-26,土曜日,Saturday,True,False,,大安,運気上昇の兆し,鋼青色,玄米茶
2025-04-27,日曜日,Sunday,True,False,,赤口,心の扉が開放,深紅色,抹茶
2025-04-28,月曜日,Monday,False,False,,先勝,宇宙との同調,金色,柚子茶
2025-04-29,火曜日,Tuesday,False,True,昭和の日,友引,愛のバイブレーション,朱色,生姜茶
2025-04-30,水曜日,Wednesday,False,False,,先負,豊かさの波動,空色,黒豆茶
2025-05-01,木曜日,Thursday,False,False,,大安,運命の扉が開く日,若草色,アールグレイ
2025-05-02,金曜日,Friday,False,False,,赤口,宇宙からのメッセージ,黄金色,カモミールティー
2025-05-03,土曜日,Saturday,True,True,憲法記念日,先勝,奇跡を呼ぶ波動,鋼青色,ペパーミントティー
2025-05-04,日曜日,Sunday,True,True,みどりの日,友引,龍神様のご加護,深紅色,緑茶
2025-05-05,月曜日,Monday,False,True,こどもの日,先負,金運上昇のサイン,金色,ほうじ茶
2025-05-06,火曜日,Tuesday,False,True,振替休日,仏滅,恋愛運絶好調,朱色,ジャスミンティー
2025-05-07,水曜日,Wednesday,False,False,,大安,直感力が冴える,空色,ルイボスティー
2025-05-08,木曜日,Thursday,False,False,,赤口,隠れた才能開花,若草色,ローズヒップティー
2025-05-09,金曜日,Friday,False,False,,先勝,人生の転機到来,黄金色,白茶
2025-05-10,土曜日,Saturday,True,False,,友引,幸運の風が吹く,鋼青色,烏龍茶
2025-05-11,日曜日,Sunday,True,False,,先負,魂の成長期間,深紅色,玄米茶
2025-05-12,月曜日,Monday,False,False,,仏滅,エネルギー充電日,金色,抹茶
2025-05-13,火曜日,Tuesday,False,False,,大安,新次元への扉,朱色,柚子茶
2025-05-14,水曜日,Wednesday,False,False,,赤口,守護霊のささやき,空色,生姜茶
2025-05-15,木曜日,Thursday,False,False,,先勝,願いが叶う予感,若草色,黒豆茶
2025-05-16,金曜日,Friday,False,False,,友引,心のデトックス,黄金色,アールグレイ
2025-05-17,土曜日,Saturday,True,False,,先負,創造力爆発,鋼青色,カモミールティー
2025-05-18,日曜日,Sunday,True,False,,仏滅,人との縁を結ぶ,深紅色,ペパーミントティー
2025-05-19,月曜日,Monday,False,False,,大安,未来への種まき,金色,緑茶
2025-05-20,火曜日,Tuesday,False,False,,赤口,宝物発見の予感,朱色,ほうじ茶
2025-05-21,水曜日,Wednesday,False,False,,先勝,内なる光が輝く,空色,ジャスミンティー
2025-05-22,木曜日,Thursday,False,False,,友引,調和のメロディ,若草色,ルイボスティー
2025-05-23,金曜日,Friday,False,False,,先負,自然の叡智授受,黄金色,ローズヒップティー
2025-05-24,土曜日,Saturday,True,False,,仏滅,知恵の泉湧出,鋼青色,白茶
2025-05-25,日曜日,Sunday,True,False,,大安,至福の時間軸,深紅色,烏龍茶
2025-05-26,月曜日,Monday,False,False,,赤口,運気上昇の兆し,金色,玄米茶
2025-05-27,火曜日,Tuesday,False,False,,先勝,心の扉が開放,朱色,抹茶
2025-05-28,水曜日,Wednesday,False,False,,友引,宇宙との同調,空色,柚子茶
2025-05-29,木曜日,Thursday,False,False,,先負,愛のバイブレーション,若草色,生姜茶
2025-05-30,金曜日,Friday,False,False,,仏滅,豊かさの波動,黄金色,黒豆茶
2025-05-31,土曜日,Saturday,True,False,,大安,運命の扉が開く日,鋼青色,アールグレイ
2025-06-01,日曜日,Sunday,True,False,,赤口,宇宙からのメッセージ,深紅色,カモミールティー
2025-06-02,月曜日,Monday,False,False,,先勝,奇跡を呼ぶ波動,金色,ペパーミントティー
2025-06-03,火曜日,Tuesday,False,False,,友引,龍神様のご加護,朱色,緑茶
2025-06-04,水曜日,Wednesday,False,False,,先負,金運上昇のサイン,空色,ほうじ茶
2025-06-05,木曜日,Thursday,False,False,,仏滅,恋愛運絶好調,若草色,ジャスミンティー
2025-06-06,金曜日,Friday,False,False,,大安,直感力が冴える,黄金色,ルイボスティー
2025-06-07,土曜日,Saturday,True,False,,赤口,隠れた才能開花,鋼青色,ローズヒップティー
2025-06-08,日曜日,Sunday,True,False,,先勝,人生の転機到来,深紅色,白茶
2025-06-09,月曜日,Monday,False,False,,友引,幸運の風が吹く,金色,烏龍茶
2025-06-10,火曜日,Tuesday,False,False,,先負,魂の成長期間,朱色,玄米茶
2025-06-11,水曜日,Wednesday,False,False,,仏滅,エネルギー充電日,空色,抹茶
2025-06-12,木曜日,Thursday,False,False,,大安,新次元への扉,若草色,柚子茶
2025-06-13,金曜日,Friday,False,False,,赤口,守護霊のささやき,黄金色,生姜茶
2025-06-14,土曜日,Saturday,True,False,,先勝,願いが叶う予感,鋼青色,黒豆茶
2025-06-15,日曜日,Sunday,True,False,,友引,心のデトックス,深紅色,アールグレイ
2025-06-16,月曜日,Monday,False,False,,先負,創造力爆発,金色,カモミールティー
2025-06-17,火曜日,Tuesday,False,False,,仏滅,人との縁を結ぶ,朱色,ペパーミントティー
2025-06-18,水曜日,Wednesday,False,False,,大安,未来への種まき,空色,緑茶
2025-06-19,木曜日,Thursday,False,False,,赤口,宝物発見の予感,若草色,ほうじ茶
2025-06-20,金曜日,Friday,False,False,,先勝,内なる光が輝く,黄金色,ジャスミンティー
2025-06-21,土曜日,Saturday,True,False,,友引,調和のメロディ,鋼青色,ルイボスティー
2025-06-22,日曜日,Sunday,True,False,,先負,自然の叡智授受,深紅色,ローズヒップティー
2025-06-23,月曜日,Monday,False,False,,仏滅,知恵の泉湧出,金色,白茶
2025-06-24,火曜日,Tuesday,False,False,,大安,至福の時間軸,朱色,烏龍茶
2025-06-25,水曜日,Wednesday,False,False,,赤口,運気上昇の兆し,空色,玄米茶
2025-06-26,木曜日,Thursday,False,False,,先勝,心の扉が開放,若草色,抹茶
2025-06-27,金曜日,Friday,False,False,,友引,宇宙との同調,黄金色,柚子茶
2025-06-28,土曜日,Saturday,True,False,,先負,愛のバイブレーション,鋼青色,生姜茶
2025-06-29,日曜日,Sunday,True,False,,仏滅,豊かさの波動,深紅色,黒豆茶
2025-06-30,月曜日,Monday,False,False,,大安,運命の扉が開く日,金色,アールグレイ
2025-07-01,火曜日,Tuesday,False,False,,先勝,宇宙からのメッセージ,朱色,カモミールティー
2025-07-02,水曜日,Wednesday,False,False,,友引,奇跡を呼ぶ波動,空色,ペパーミントティー
2025-07-03,木曜日,Thursday,False,False,,先負,龍神様のご加護,若草色,緑茶
2025-07-04,金曜日,Friday,False,False,,仏滅,金運上昇のサイン,黄金色,ほうじ茶
2025-07-05,土曜日,Saturday,True,False,,大安,恋愛運絶好調,鋼青色,ジャスミンティー
2025-07-06,日曜日,Sunday,True,False,,赤口,直感力が冴える,深紅色,ルイボスティー
2025-07-07,月曜日,Monday,False,False,,先勝,隠れた才能開花,金色,ローズヒップティー
2025-07-08,火曜日,Tuesday,False,False,,友引,人生の転機到来,朱色,白茶
2025-07-09,水曜日,Wednesday,False,False,,先負,幸運の風が吹く,空色,烏龍茶
2025-07-10,木曜日,Thursday,False,False,,仏滅,魂の成長期間,若草色,玄米茶
2025-07-11,金曜日,Friday,False,False,,大安,エネルギー充電日,黄金色,抹茶
2025-07-12,土曜日,Saturday,True,False,,赤口,新次元への扉,鋼青色,柚子茶
2025-07-13,日曜日,Sunday,True,False,,先勝,守護霊のささやき,深紅色,生姜茶
2025-07-14,月曜日,Monday,False,False,,友引,願いが叶う予感,金色,黒豆茶
2025-07-15,火曜日,Tuesday,False,False,,先負,心のデトックス,朱色,アールグレイ
2025-07-16,水曜日,Wednesday,False,False,,仏滅,創造力爆発,空色,カモミールティー
2025-07-17,木曜日,Thursday,False,False,,大安,人との縁を結ぶ,若草色,ペパーミントティー
2025-07-18,金曜日,Friday,False,False,,赤口,未来への種まき,黄金色,緑茶
2025-07-19,土曜日,Saturday,True,False,,先勝,宝物発見の予感,鋼青色,ほうじ茶
2025-07-20,日曜日,Sunday,True,False,,友引,内なる光が輝く,深紅色,ジャスミンティー
2025-07-21,月曜日,Monday,False,True,海の日,先負,調和のメロディ,金色,ルイボスティー
2025-07-22,火曜日,Tuesday,False,False,,仏滅,自然の叡智授受,朱色,ローズヒップティー
2025-07-23,水曜日,Wednesday,False,False,,大安,知恵の泉湧出,空色,白茶
2025-07-24,木曜日,Thursday,False,False,,赤口,至福の時間軸,若草色,烏龍茶
2025-07-25,金曜日,Friday,False,False,,先勝,運気上昇の兆し,黄金色,玄米茶
2025-07-26,土曜日,Saturday,True,False,,友引,心の扉が開放,鋼青色,抹茶
2025-07-27,日曜日,Sunday,True,False,,先負,宇宙との同調,深紅色,柚子茶
2025-07-28,月曜日,Monday,False,False,,仏滅,愛のバイブレーション,金色,生姜茶
2025-07-29,火曜日,Tuesday,False,False,,大安,豊かさの波動,朱色,黒豆茶
2025-07-30,水曜日,Wednesday,False,False,,赤口,運命の扉が開く日,空色,アールグレイ
2025-07-31,木曜日,Thursday,False,False,,先勝,宇宙からのメッセージ,若草色,カモミールティー
2025-08-01,金曜日,Friday,False,False,,友引,奇跡を呼ぶ波動,黄金色,ペパーミントティー
2025-08-02,土曜日,Saturday,True,False,,先負,龍神様のご加護,鋼青色,緑茶
2025-08-03,日曜日,Sunday,True,False,,仏滅,金運上昇のサイン,深紅色,ほうじ茶
2025-08-04,月曜日,Monday,False,False,,大安,恋愛運絶好調,金色,ジャスミンティー
2025-08-05,火曜日,Tuesday,False,False,,赤口,直感力が冴える,朱色,ルイボスティー
2025-08-06,水曜日,Wednesday,False,False,,先勝,隠れた才能開花,空色,ローズヒップティー
2025-08-07,木曜日,Thursday,False,False,,友引,人生の転機到来,若草色,白茶
2025-08-08,金曜日,Friday,False,False,,先負,幸運の風が吹く,黄金色,烏龍茶
2025-08-09,土曜日,Saturday,True,False,,仏滅,魂の成長期間,鋼青色,玄米茶
2025-08-10,日曜日,Sunday,True,False,,大安,エネルギー充電日,深紅色,抹茶
2025-08-11,月曜日,Monday,False,True,山の日,赤口,新次元への扉,金色,柚子茶
2025-08-12,火曜日,Tuesday,False,False,,先勝,守護霊のささやき,朱色,生姜茶
2025-08-13,水曜日,Wednesday,False,False,,友引,願いが叶う予感,空色,黒豆茶
2025-08-14,木曜日,Thursday,False,False,,先負,心のデトックス,若草色,アールグレイ
2025-08-15,金曜日,Friday,False,False,,仏滅,創造力爆発,黄金色,カモミールティー
2025-08-16,土曜日,Saturday,True,False,,大安,人との縁を結ぶ,鋼青色,ペパーミントティー
2025-08-17,日曜日,Sunday,True,False,,赤口,未来への種まき,深紅色,緑茶
2025-08-18,月曜日,Monday,False,False,,先勝,宝物発見の予感,金色,ほうじ茶
2025-08-19,火曜日,Tuesday,False,False,,友引,内なる光が輝く,朱色,ジャスミンティー
2025-08-20,水曜日,Wednesday,False,False,,先負,調和のメロディ,空色,ルイボスティー
2025-08-21,木曜日,Thursday,False,False,,仏滅,自然の叡智授受,若草色,ローズヒップティー
2025-08-22,金曜日,Friday,False,False,,大安,知恵の泉湧出,黄金色,白茶
2025-08-23,土曜日,Saturday,True,False,,赤口,至福の時間軸,鋼青色,烏龍茶
2025-08-24,日曜日,Sunday,True,False,,先勝,運気上昇の兆し,深紅色,玄米茶
2025-08-25,月曜日,Monday,False,False,,友引,心の扉が開放,金色,抹茶
2025-08-26,火曜日,Tuesday,False,False,,先負,宇宙との同調,朱色,柚子茶
2025-08-27,水曜日,Wednesday,False,False,,仏滅,愛のバイブレーション,空色,生姜茶
2025-08-28,木曜日,Thursday,False,False,,大安,豊かさの波動,若草色,黒豆茶
2025-08-29,金曜日,Friday,False,False,,赤口,運命の扉が開く日,黄金色,アールグレイ
2025-08-30,土曜日,Saturday,True,False,,先勝,宇宙からのメッセージ,鋼青色,カモミールティー
2025-08-31,日曜日,Sunday,True,False,,友引,奇跡を呼ぶ波動,深紅色,ペパーミントティー
2025-09-01,月曜日,Monday,False,False,,先負,龍神様のご加護,金色,緑茶
2025-09-02,火曜日,Tuesday,False,False,,仏滅,金運上昇のサイン,朱色,ほうじ茶
2025-09-03,水曜日,Wednesday,False,False,,大安,恋愛運絶好調,空色,ジャスミンティー
2025-09-04,木曜日,Thursday,False,False,,赤口,直感力が冴える,若草色,ルイボスティー
2025-09-05,金曜日,Friday,False,False,,先勝,隠れた才能開花,黄金色,ローズヒップティー
2025-09-06,土曜日,Saturday,True,False,,友引,人生の転機到来,鋼青色,白茶
2025-09-07,日曜日,Sunday,True,False,,先負,幸運の風が吹く,深紅色,烏龍茶
2025-09-08,月曜日,Monday,False,False,,仏滅,魂の成長期間,金色,玄米茶
2025-09-09,火曜日,Tuesday,False,False,,大安,エネルギー充電日,朱色,抹茶
2025-09-10,水曜日,Wednesday,False,False,,赤口,新次元への扉,空色,柚子茶
2025-09-11,木曜日,Thursday,False,False,,先勝,守護霊のささやき,若草色,生姜茶
2025-09-12,金曜日,Friday,False,False,,友引,願いが叶う予感,黄金色,黒豆茶
2025-09-13,土曜日,Saturday,True,False,,先負,心のデトックス,鋼青色,アールグレイ
2025-09-14,日曜日,Sunday,True,False,,仏滅,創造力爆発,深紅色,カモミールティー
2025-09-15,月曜日,Monday,False,True,敬老の日,大安,人との縁を結ぶ,金色,ペパーミントティー
2025-09-16,火曜日,Tuesday,False,False,,赤口,未来への種まき,朱色,緑茶
2025-09-17,水曜日,Wednesday,False,False,,先勝,宝物発見の予感,空色,ほうじ茶
2025-09-18,木曜日,Thursday,False,False,,友引,内なる光が輝く,若草色,ジャスミンティー
2025-09-19,金曜日,Friday,False,False,,先負,調和のメロディ,黄金色,ルイボスティー
2025-09-20,土曜日,Saturday,True,False,,仏滅,自然の叡智授受,鋼青色,ローズヒップティー
2025-09-21,日曜日,Sunday,True,False,,大安,知恵の泉湧出,深紅色,白茶
2025-09-22,月曜日,Monday,False,False,,赤口,至福の時間軸,金色,烏龍茶
2025-09-23,火曜日,Tuesday,False,True,秋分の日,先勝,運気上昇の兆し,朱色,玄米茶
2025-09-24,水曜日,Wednesday,False,False,,友引,心の扉が開放,空色,抹茶
2025-09-25,木曜日,Thursday,False,False,,先負,宇宙との同調,若草色,柚子茶
2025-09-26,金曜日,Friday,False,False,,仏滅,愛のバイブレーション,黄金色,生姜茶
2025-09-27,土曜日,Saturday,True,False,,大安,豊かさの波動,鋼青色,黒豆茶
2025-09-28,日曜日,Sunday,True,False,,赤口,運命の扉が開く日,深紅色,アールグレイ
2025-09-29,月曜日,Monday,False,False,,先勝,宇宙からのメッセージ,金色,カモミールティー
2025-09-30,火曜日,Tuesday,False,False,,友引,奇跡を呼ぶ波動,朱色,ペパーミントティー
2025-10-01,水曜日,Wednesday,False,False,,仏滅,龍神様のご加護,空色,緑茶
2025-10-02,木曜日,Thursday,False,False,,大安,金運上昇のサイン,若草色,ほうじ茶
2025-10-03,金曜日,Friday,False,False,,赤口,恋愛運絶好調,黄金色,ジャスミンティー
2025-10-04,土曜日,Saturday,True,False,,先勝,直感力が冴える,鋼青色,ルイボスティー
2025-10-05,日曜日,Sunday,True,False,,友引,隠れた才能開花,深紅色,ローズヒップティー
2025-10-06,月曜日,Monday,False,False,,先負,人生の転機到来,金色,白茶
2025-10-07,火曜日,Tuesday,False,False,,仏滅,幸運の風が吹く,朱色,烏龍茶
2025-10-08,水曜日,Wednesday,False,False,,大安,魂の成長期間,空色,玄米茶
2025-10-09,木曜日,Thursday,False,False,,赤口,エネルギー充電日,若草色,抹茶
2025-10-10,金曜日,Friday,False,False,,先勝,新次元への扉,黄金色,柚子茶
2025-10-11,土曜日,Saturday,True,False,,友引,守護霊のささやき,鋼青色,生姜茶
2025-10-12,日曜日,Sunday,True,False,,先負,願いが叶う予感,深紅色,黒豆茶
2025-10-13,月曜日,Monday,False,True,スポーツの日,仏滅,心のデトックス,金色,アールグレイ
2025-10-14,火曜日,Tuesday,False,False,,大安,創造力爆発,朱色,カモミールティー
2025-10-15,水曜日,Wednesday,False,False,,赤口,人との縁を結ぶ,空色,ペパーミントティー
2025-10-16,木曜日,Thursday,False,False,,先勝,未来への種まき,若草色,緑茶
2025-10-17,金曜日,Friday,False,False,,友引,宝物発見の予感,黄金色,ほうじ茶
2025-10-18,土曜日,Saturday,True,False,,先負,内なる光が輝く,鋼青色,ジャスミンティー
2025-10-19,日曜日,Sunday,True,False,,仏滅,調和のメロディ,深紅色,ルイボスティー
2025-10-20,月曜日,Monday,False,False,,大安,自然の叡智授受,金色,ローズヒップティー
2025-10-21,火曜日,Tuesday,False,False,,赤口,知恵の泉湧出,朱色,白茶
2025-10-22,水曜日,Wednesday,False,False,,先勝,至福の時間軸,空色,烏龍茶
2025-10-23,木曜日,Thursday,False,False,,友引,運気上昇の兆し,若草色,玄米茶
2025-10-24,金曜日,Friday,False,False,,先負,心の扉が開放,黄金色,抹茶
2025-10-25,土曜日,Saturday,True,False,,仏滅,宇宙との同調,鋼青色,柚子茶
2025-10-26,日曜日,Sunday,True,False,,大安,愛のバイブレーション,深紅色,生姜茶
2025-10-27,月曜日,Monday,False,False,,赤口,豊かさの波動,金色,黒豆茶
2025-10-28,火曜日,Tuesday,False,False,,先勝,運命の扉が開く日,朱色,アールグレイ
