日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
11,2035-04-11,水曜日,Wednesday,Wed,False,False,,友引,False,戊戌,戊,戌,土,土,陽,犬,墓,False,,,,調査中,魂の成長期間,空色,玄米茶,2,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,獅子座,吊られた男 - 犠牲,感謝の心が幸福を呼ぶ,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
12,2035-04-12,木曜日,Thursday,Thu,False,False,,先負,False,己亥,己,亥,土,水,陰,猪,絶,False,,,,調査中,エネルギー充電日,若草色,抹茶,3,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,乙女座,死神 - 変容,愛は最も強いエネルギー,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
13,2035-04-13,金曜日,Friday,Fri,False,False,,仏滅,False,庚子,庚,子,金,水,陽,鼠,胎,False,,,,調査中,新次元への扉,黄金色,柚子茶,4,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,天秤座,節制 - 調和,困難は成長のギフト,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
14,2035-04-14,土曜日,Saturday,Sat,True,False,,大安,False,辛丑,辛,丑,金,土,陰,牛,養,False,,,,調査中,守護霊のささやき,鋼青色,生姜茶,5,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,蠍座,悪魔 - 誘惑,今この瞬間が全て,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
15,2035-04-15,日曜日,Sunday,Sun,True,False,,赤口,False,壬寅,壬,寅,水,木,陽,虎,長生,False,,,,調査中,願いが叶う予感,深紅色,黒豆茶,6,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,射手座,塔 - 変革,笑顔は心の太陽,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
16,2035-04-16,月曜日,Monday,Mon,False,False,,先勝,False,癸卯,癸,卯,水,木,陰,兎,沐浴,False,,,,調査中,心のデトックス,金色,アールグレイ,7,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,山羊座,星 - 希望,優しさは伝染する,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
17,2035-04-17,火曜日,Tuesday,Tue,False,False,,友引,True,甲辰,甲,辰,木,土,陽,龍,帝旺,False,,,,調査中,創造力爆発,朱色,カモミールティー,8,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,水瓶座,月 - 幻想,夢は現実の種,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
18,2035-04-18,水曜日,Wednesday,Wed,False,False,,先負,False,乙巳,乙,巳,木,火,陰,蛇,衰,False,,,,調査中,人との縁を結ぶ,空色,ペパーミントティー,9,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,魚座,太陽 - 成功,勇気は恐れを超越する,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
19,2035-04-19,木曜日,Thursday,Thu,False,False,,仏滅,False,丙午,丙,午,火,火,陽,馬,病,False,,,,調査中,未来への種まき,若草色,緑茶,10,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,牡羊座,審判 - 再生,知恵は経験から生まれる,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
20,2035-04-20,金曜日,Friday,Fri,False,False,,大安,True,丁未,丁,未,火,土,陰,羊,死,False,,,,調査中,宝物発見の予感,黄金色,ほうじ茶,11,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,牡牛座,世界 - 完成,調和は美の根源,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
21,2035-04-21,土曜日,Saturday,Sat,True,False,,赤口,False,戊申,戊,申,土,金,陽,猿,墓,False,,,,調査中,内なる光が輝く,鋼青色,ジャスミンティー,12,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,双子座,愚者 - 新しい始まり,希望は明日への光,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
22,2035-04-22,日曜日,Sunday,Sun,True,False,,先勝,False,己酉,己,酉,土,金,陰,鶏,絶,False,,,,調査中,調和のメロディ,深紅色,ルイボスティー,13,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,蟹座,魔術師 - 創造力,慈悲は魂の栄養,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
23,2035-04-23,月曜日,Monday,Mon,False,False,,友引,False,庚戌,庚,戌,金,土,陽,犬,胎,False,,,,調査中,自然の叡智授受,金色,ローズヒップティー,14,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,獅子座,女教皇 - 直感,一歩一歩が大切な旅路,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
24,2035-04-24,火曜日,Tuesday,Tue,False,False,,先負,False,辛亥,辛,亥,金,水,陰,猪,養,False,,,,調査中,知恵の泉湧出,朱色,白茶,15,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,乙女座,女帝 - 豊穣,今日という日は二度と来ない,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
25,2035-04-25,水曜日,Wednesday,Wed,False,False,,仏滅,False,壬子,壬,子,水,水,陽,鼠,長生,False,,,,調査中,至福の時間軸,空色,烏龍茶,16,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,天秤座,皇帝 - 安定,心の平安が真の豊かさ,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
26,2035-04-26,木曜日,Thursday,Thu,False,False,,大安,False,癸丑,癸,丑,水,土,陰,牛,沐浴,False,,,,調査中,運気上昇の兆し,若草色,玄米茶,17,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,蠍座,教皇 - 叡智,変化は成長の扉,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
27,2035-04-27,金曜日,Friday,Fri,False,False,,赤口,False,甲寅,甲,寅,木,木,陽,虎,帝旺,False,,,,調査中,心の扉が開放,黄金色,抹茶,18,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,射手座,恋人 - 選択,感謝の心が幸福を呼ぶ,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
28,2035-04-28,土曜日,Saturday,Sat,True,False,,先勝,False,乙卯,乙,卯,木,木,陰,兎,衰,False,,,,調査中,宇宙との同調,鋼青色,柚子茶,19,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,山羊座,戦車 - 意志力,愛は最も強いエネルギー,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
29,2035-04-29,日曜日,Sunday,Sun,True,True,昭和の日,友引,True,丙辰,丙,辰,火,土,陽,龍,病,True,辰巳,財運・社会,,調査中,愛のバイブレーション,深紅色,生姜茶,20,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,水瓶座,力 - 内なる強さ,困難は成長のギフト,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
30,2035-04-30,月曜日,Monday,Mon,False,False,,先負,False,丁巳,丁,巳,火,火,陰,蛇,死,True,辰巳,財運・社会,,調査中,豊かさの波動,金色,黒豆茶,21,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,魚座,隠者 - 内省,今この瞬間が全て,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
